hero,pickrate
1,0.119827
10,0.216003
11,0.118447
12,0.102352
13,0.224149
14,0.069899
15,0.141834
16,0.302917
17,0.075614
18,0.241033
19,0.185718
2,0.147418
20,0.249179
25,0.11733
27,0.135265
3,0.159375
31,0.274143
35,0.148666
4,0.123243
50,0.148469
52,0.119104
58,0.063526
6,0.152608
60,0.079162
63,0.142885
64,0.252332
65,0.261661
66,0.120878
67,0.113717
69,0.156813
7,0.253712
72,0.09276
76,0.087899
77,0.208974
79,0.153988
8,0.112929
80,0.156615
81,0.169557
