hero_a,hero_b,winrate,games
12,14,0.533333,90
12,15,0.566502,203
12,16,0.452727,550
12,17,0.552083,96
12,18,0.477612,469
12,19,0.521036,309
12,2,0.495,200
12,20,0.467871,498
12,25,0.550898,167
12,27,0.518519,189
12,3,0.505017,299
12,31,0.492683,410
12,35,0.519573,281
12,4,0.475962,208
12,50,0.471795,195
12,52,0.588517,209
12,58,0.5,82
12,6,0.470339,236
12,60,0.550388,129
12,63,0.539535,215
12,64,0.485507,414
12,65,0.465714,350
12,66,0.474419,215
12,67,0.520833,192
12,69,0.475728,309
12,7,0.473118,372
12,72,0.506579,152
12,76,0.470588,102
12,77,0.508961,279
12,79,0.538153,249
12,8,0.410628,207
12,80,0.491892,185
12,81,0.489796,196
13,1,0.559524,420
13,10,0.502019,743
13,11,0.466501,403
13,12,0.475083,301
13,14,0.558491,265
13,15,0.555351,542
13,16,0.437937,1144
13,17,0.538462,286
13,18,0.471028,535
13,19,0.561905,630
13,2,0.471349,541
13,20,0.44208,846
13,25,0.554945,364
13,27,0.537572,519
13,3,0.512868,544
13,31,0.515968,1002
13,35,0.495536,448
13,4,0.51963,433
13,50,0.528409,528
13,52,0.590361,415
13,58,0.45749,247
13,6,0.513944,502
13,60,0.55516,281
13,63,0.519455,514
13,64,0.492784,970
13,65,0.507477,1070
13,66,0.496183,393
13,67,0.519582,383
13,69,0.514886,571
13,7,0.486125,973
13,72,0.546667,300
13,76,0.517341,346
13,77,0.491094,786
13,79,0.598261,575
13,8,0.444181,421
13,80,0.502521,595
13,81,0.487768,654
14,1,0.639175,97
14,10,0.464151,265
14,11,0.406504,123
14,12,0.466667,90
14,13,0.441509,265
14,15,0.52,175
14,16,0.432886,298
14,17,0.447059,85
14,18,0.438202,267
14,19,0.51049,143
14,2,0.471591,176
14,20,0.413534,266
14,25,0.445312,128
14,27,0.423077,130
14,3,0.454545,165
14,31,0.439739,307
14,35,0.477987,159
14,4,0.478723,94
14,50,0.475309,162
14,52,0.569536,151
14,58,0.447761,67
14,6,0.419753,162
14,60,0.571429,63
14,63,0.506667,150
14,64,0.422794,272
14,65,0.45098,306
14,66,0.495146,103
14,67,0.495652,115
14,69,0.48366,153
14,7,0.424,250
14,72,0.428571,91
14,76,0.45,120
14,77,0.44,225
14,79,0.455752,226
14,8,0.401639,122
14,80,0.481865,193
14,81,0.368182,220
15,1,0.524017,229
15,10,0.480412,485
15,11,0.415441,272
15,12,0.433498,203
15,13,0.444649,542
15,14,0.48,175
15,16,0.37913,575
15,17,0.510526,190
15,18,0.444043,554
15,19,0.457965,452
15,2,0.457055,326
15,20,0.406308,539
15,25,0.43662,284
15,27,0.465116,301
15,3,0.467949,312
15,31,0.440917,567
15,35,0.39,300
15,4,0.457778,225
15,50,0.436923,325
15,52,0.488636,264
15,58,0.466258,163
15,6,0.501312,381
15,60,0.489474,190
15,63,0.44186,301
15,64,0.421622,555
15,65,0.470046,651
15,66,0.440273,293
15,67,0.472222,252
15,69,0.461774,327
15,7,0.429672,519
15,72,0.508772,228
15,76,0.443439,221
15,77,0.442697,445
15,79,0.518006,361
15,8,0.45815,227
15,80,0.445428,339
15,81,0.439276,387
16,1,0.594507,619
16,10,0.576725,971
16,11,0.524528,530
16,12,0.547273,550
16,13,0.562063,1144
16,14,0.567114,298
16,15,0.62087,575
16,17,0.549849,331
16,18,0.518456,1192
16,19,0.579395,1058
16,2,0.516077,622
16,20,0.510324,1017
16,25,0.54932,588
16,27,0.54212,736
16,3,0.533909,811
16,31,0.544273,1231
16,35,0.519258,701
16,4,0.520301,665
16,50,0.532537,753
16,52,0.639262,596
16,58,0.526882,279
16,6,0.551049,715
16,60,0.59901,404
16,63,0.558959,653
16,64,0.532404,1219
16,65,0.522472,1246
16,66,0.543018,709
16,67,0.530405,592
16,69,0.558673,784
16,7,0.52289,1398
16,72,0.576419,458
16,76,0.52,350
16,77,0.529412,1071
16,79,0.581699,765
16,8,0.489524,525
16,80,0.52349,745
16,81,0.497942,729
17,1,0.509091,110
17,10,0.490775,271
17,11,0.364341,129
17,12,0.447917,96
17,13,0.461538,286
17,14,0.552941,85
17,15,0.489474,190
17,16,0.450151,331
17,18,0.433036,224
17,19,0.451163,215
17,2,0.453416,161
17,20,0.421818,275
17,25,0.43,100
17,27,0.513514,148
17,3,0.477833,203
17,31,0.487805,369
17,35,0.433333,150
17,4,0.417178,163
17,50,0.461538,156
17,52,0.533981,103
17,58,0.492958,71
17,6,0.455056,178
17,60,0.548387,93
17,63,0.489933,149
17,64,0.423333,300
17,65,0.482759,319
17,66,0.51145,131
17,67,0.398601,143
17,69,0.438503,187
17,7,0.412541,303
17,72,0.56,100
17,76,0.456897,116
17,77,0.513793,290
17,79,0.509804,204
17,8,0.361111,108
17,80,0.475771,227
17,81,0.458333,240
18,1,0.569507,446
18,10,0.560917,829
18,11,0.484615,520
18,12,0.522388,469
18,13,0.528972,535
18,14,0.561798,267
18,15,0.555957,554
18,16,0.481544,1192
18,17,0.566964,224
18,19,0.546948,852
18,2,0.507843,510
18,20,0.472889,1125
18,25,0.525794,504
18,27,0.541889,561
18,3,0.520325,615
18,31,0.53311,1193
18,35,0.516734,747
18,4,0.49115,452
18,50,0.522088,498
18,52,0.618834,446
18,58,0.489083,229
18,6,0.549048,683
18,60,0.558491,265
18,63,0.552941,425
18,64,0.533126,966
18,65,0.530587,801
18,66,0.510815,601
18,67,0.506383,470
18,69,0.523324,686
18,7,0.524242,660
18,72,0.567961,412
18,76,0.510903,321
18,77,0.488112,715
18,79,0.61035,657
18,8,0.478702,493
18,80,0.511583,518
18,81,0.47993,573
19,1,0.475645,349
19,10,0.440273,586
19,11,0.396552,348
19,12,0.478964,309
19,13,0.438095,630
19,14,0.48951,143
19,15,0.542035,452
19,16,0.420605,1058
19,17,0.548837,215
19,18,0.453052,852
19,2,0.451852,405
19,20,0.428152,682
19,25,0.478495,372
19,27,0.449074,432
19,3,0.447059,425
19,31,0.484024,845
19,35,0.424942,433
19,4,0.452261,398
19,50,0.498734,395
19,52,0.572816,309
19,58,0.464286,196
19,6,0.472837,497
19,60,0.542105,190
19,63,0.473262,374
19,64,0.462779,806
19,65,0.460759,790
19,66,0.448485,330
19,67,0.440476,252
19,69,0.473088,353
19,7,0.433094,695
19,72,0.483871,279
19,76,0.4375,256
19,77,0.453689,637
19,79,0.513514,333
19,8,0.381538,325
19,80,0.441584,505
19,81,0.442688,506
2,1,0.587189,281
2,10,0.56042,571
2,11,0.530909,275
2,12,0.505,200
2,13,0.528651,541
2,14,0.528409,176
2,15,0.542945,326
2,16,0.483923,622
2,17,0.546584,161
2,18,0.492157,510
2,19,0.548148,405
2,20,0.501718,582
2,25,0.542435,271
2,27,0.554817,301
2,3,0.507123,351
2,31,0.546142,661
2,35,0.496835,316
2,4,0.531915,282
2,50,0.510703,327
2,52,0.604743,253
2,58,0.523438,128
2,6,0.518732,347
2,60,0.519553,179
2,63,0.573248,314
2,64,0.524564,631
2,65,0.481763,658
2,66,0.504274,234
2,67,0.509579,261
2,69,0.524079,353
2,7,0.459184,588
2,72,0.537736,212
2,76,0.576037,217
2,77,0.523711,485
2,79,0.574803,381
2,8,0.479087,263
2,80,0.519481,385
2,81,0.518692,428
20,1,0.583673,490
20,10,0.563795,917
20,11,0.49278,554
20,12,0.532129,498
20,13,0.55792,846
20,14,0.586466,266
20,15,0.593692,539
20,16,0.489676,1017
20,17,0.578182,275
20,18,0.527111,1125
20,19,0.571848,682
20,2,0.498282,582
20,25,0.545906,403
20,27,0.586912,489
20,3,0.528351,776
20,31,0.558608,1092
20,35,0.504478,670
20,4,0.519512,410
20,50,0.558544,632
20,52,0.626327,471
20,58,0.505415,277
20,6,0.55364,522
20,60,0.559871,309
20,63,0.558824,578
20,64,0.529293,990
20,65,0.543568,964
20,66,0.552632,418
20,67,0.54251,494
20,69,0.576455,739
20,7,0.511804,1059
20,72,0.574526,369
20,76,0.532738,336
20,77,0.565585,709
20,79,0.589825,629
20,8,0.477318,507
20,80,0.546906,501
20,81,0.504174,599
25,1,0.523364,214
25,10,0.544928,345
25,11,0.5,216
25,12,0.449102,167
25,13,0.445055,364
25,14,0.554688,128
25,15,0.56338,284
25,16,0.45068,588
25,17,0.57,100
25,18,0.474206,504
25,19,0.521505,372
25,2,0.457565,271
25,20,0.454094,403
25,27,0.554054,222
25,3,0.480565,283
25,31,0.490706,538
25,35,0.480702,285
25,4,0.497908,239
25,50,0.488889,225
25,52,0.598131,214
25,58,0.472222,108
25,6,0.475155,322
25,60,0.504348,115
25,63,0.514768,237
25,64,0.470472,508
25,65,0.462963,540
25,66,0.516908,207
25,67,0.486188,181
25,69,0.521552,232
25,7,0.474836,457
25,72,0.502994,167
25,76,0.529412,187
25,77,0.516373,397
25,79,0.49115,226
25,8,0.47549,204
25,80,0.540193,311
25,81,0.424332,337
27,1,0.55102,245
27,10,0.530786,471
27,11,0.430962,239
27,12,0.481481,189
27,13,0.462428,519
27,14,0.576923,130
27,15,0.534884,301
27,16,0.45788,736
27,17,0.486486,148
27,18,0.458111,561
27,19,0.550926,432
27,2,0.445183,301
27,20,0.413088,489
27,25,0.445946,222
27,3,0.45,320
27,31,0.486207,580
27,35,0.474926,339
27,4,0.470588,289
27,50,0.458967,329
27,52,0.561338,269
27,58,0.474576,118
27,6,0.470032,317
27,60,0.5,146
27,63,0.509158,273
27,64,0.456522,552
27,65,0.481336,509
27,66,0.451613,248
27,67,0.47,200
27,69,0.496622,296
27,7,0.487805,574
27,72,0.473934,211
27,76,0.484277,159
27,77,0.464981,514
27,79,0.552941,255
27,8,0.446512,215
27,80,0.503145,318
27,81,0.482036,334
3,1,0.538462,299
3,10,0.536101,554
3,11,0.464789,284
3,12,0.494983,299
3,13,0.487132,544
3,14,0.545455,165
3,15,0.532051,312
3,16,0.466091,811
3,17,0.522167,203
3,18,0.479675,615
3,19,0.552941,425
3,2,0.492877,351
3,20,0.471649,776
3,25,0.519435,283
3,27,0.55,320
3,31,0.512356,607
3,35,0.487936,373
3,4,0.510135,296
3,50,0.496278,403
3,52,0.606164,292
3,58,0.493333,150
3,6,0.493289,298
3,60,0.540909,220
3,63,0.495074,406
3,64,0.485714,595
3,65,0.515773,634
3,66,0.488599,307
3,67,0.520755,265
3,69,0.509569,418
3,7,0.482077,809
3,72,0.504464,224
3,76,0.487805,164
3,77,0.480331,483
3,79,0.565476,336
3,8,0.433962,318
3,80,0.453416,322
3,81,0.487465,359
31,1,0.510319,533
31,10,0.511976,1002
31,11,0.457594,507
31,12,0.507317,410
31,13,0.484032,1002
31,14,0.560261,307
31,15,0.559083,567
31,16,0.455727,1231
31,17,0.512195,369
31,18,0.46689,1193
31,19,0.515976,845
31,2,0.453858,661
31,20,0.441392,1092
31,25,0.509294,538
31,27,0.513793,580
31,3,0.487644,607
31,35,0.495482,664
31,4,0.494297,526
31,50,0.478195,665
31,52,0.600414,483
31,58,0.472325,271
31,6,0.471366,681
31,60,0.546961,362
31,63,0.511111,630
31,64,0.492166,1085
31,65,0.506814,1174
31,66,0.472897,535
31,67,0.482255,479
31,69,0.472429,671
31,7,0.471136,1074
31,72,0.53753,413
31,76,0.5,356
31,77,0.488518,958
31,79,0.555882,680
31,8,0.439535,430
31,80,0.493943,743
31,81,0.459384,714
35,1,0.593333,300
35,10,0.542056,535
35,11,0.474916,299
35,12,0.480427,281
35,13,0.504464,448
35,14,0.522013,159
35,15,0.61,300
35,16,0.480742,701
35,17,0.566667,150
35,18,0.483266,747
35,19,0.575058,433
35,2,0.503165,316
35,20,0.495522,670
35,25,0.519298,285
35,27,0.525074,339
35,3,0.512064,373
35,31,0.504518,664
35,4,0.457627,295
35,50,0.493671,395
35,52,0.607029,313
35,58,0.514706,136
35,6,0.540616,357
35,60,0.635135,148
35,63,0.478827,307
35,64,0.530841,535
35,65,0.523985,542
35,66,0.495268,317
35,67,0.54,200
35,69,0.546988,415
35,7,0.463816,608
35,72,0.553191,235
35,76,0.520231,173
35,77,0.495413,436
35,79,0.611111,288
35,8,0.444828,290
35,80,0.510274,292
35,81,0.450704,284
4,1,0.511416,219
4,10,0.52459,366
4,11,0.43578,218
4,12,0.524038,208
4,13,0.48037,433
4,14,0.521277,94
4,15,0.542222,225
4,16,0.479699,665
4,17,0.582822,163
4,18,0.50885,452
4,19,0.547739,398
4,2,0.468085,282
4,20,0.480488,410
4,25,0.502092,239
4,27,0.529412,289
4,3,0.489865,296
4,31,0.505703,526
4,35,0.542373,295
4,50,0.5209,311
4,52,0.53617,235
4,58,0.536082,97
4,6,0.522034,295
4,60,0.512821,156
4,63,0.551495,301
4,64,0.496599,441
4,65,0.483636,550
4,66,0.520833,240
4,67,0.493333,225
4,69,0.526132,287
4,7,0.525735,544
4,72,0.567416,178
4,76,0.520958,167
4,77,0.509186,381
4,79,0.576923,260
4,8,0.412281,228
4,80,0.473282,262
4,81,0.478873,284
50,1,0.577689,251
50,10,0.553931,547
50,11,0.521236,259
50,12,0.528205,195
50,13,0.471591,528
50,14,0.524691,162
50,15,0.563077,325
50,16,0.467463,753
50,17,0.538462,156
50,18,0.477912,498
50,19,0.501266,395
50,2,0.489297,327
50,20,0.441456,632
50,25,0.511111,225
50,27,0.541033,329
50,3,0.503722,403
50,31,0.521805,665
50,35,0.506329,395
50,4,0.4791,311
50,52,0.570909,275
50,58,0.493243,148
50,6,0.534653,303
50,60,0.564767,193
50,63,0.537037,324
50,64,0.498221,562
50,65,0.53068,603
50,66,0.488095,252
50,67,0.520325,246
50,69,0.51145,393
50,7,0.502209,679
50,72,0.565657,198
50,76,0.531915,188
50,77,0.5,512
50,79,0.62037,324
50,8,0.423237,241
50,80,0.536585,369
50,81,0.4525,400
52,1,0.436937,222
52,10,0.461333,375
52,11,0.373333,225
52,12,0.411483,209
52,13,0.409639,415
52,14,0.430464,151
52,15,0.511364,264
52,16,0.360738,596
52,17,0.466019,103
52,18,0.381166,446
52,19,0.427184,309
52,2,0.395257,253
52,20,0.373673,471
52,25,0.401869,214
52,27,0.438662,269
52,3,0.393836,292
52,31,0.399586,483
52,35,0.392971,313
52,4,0.46383,235
52,50,0.429091,275
52,58,0.466019,103
52,6,0.405172,232
52,60,0.471545,123
52,63,0.408889,225
52,64,0.371681,452
52,65,0.411197,518
52,66,0.417391,230
52,67,0.387255,204
52,69,0.416413,329
52,7,0.369069,569
52,72,0.422619,168
52,76,0.48227,141
52,77,0.426357,387
52,79,0.509434,265
52,8,0.29902,204
52,80,0.41637,281
52,81,0.381381,333
58,1,0.606061,99
58,10,0.553191,235
58,11,0.542857,105
58,12,0.5,82
58,13,0.54251,247
58,14,0.552239,67
58,15,0.533742,163
58,16,0.473118,279
58,17,0.507042,71
58,18,0.510917,229
58,19,0.535714,196
58,2,0.476562,128
58,20,0.494585,277
58,25,0.527778,108
58,27,0.525424,118
58,3,0.506667,150
58,31,0.527675,271
58,35,0.485294,136
58,4,0.463918,97
58,50,0.506757,148
58,52,0.533981,103
58,6,0.536913,149
58,60,0.555556,72
58,63,0.535714,140
58,64,0.492701,274
58,65,0.522449,245
58,66,0.531915,94
58,67,0.487179,117
58,69,0.479167,144
58,7,0.493617,235
58,72,0.483146,89
58,76,0.563218,87
58,77,0.541667,216
58,79,0.570423,142
58,8,0.52,100
58,80,0.489583,192
58,81,0.46798,203
6,1,0.494774,287
6,10,0.550633,474
6,11,0.435424,271
6,12,0.529661,236
6,13,0.486056,502
6,14,0.580247,162
6,15,0.498688,381
6,16,0.448951,715
6,17,0.544944,178
6,18,0.450952,683
6,19,0.527163,497
6,2,0.481268,347
6,20,0.44636,522
6,25,0.524845,322
6,27,0.529968,317
6,3,0.506711,298
6,31,0.528634,681
6,35,0.459384,357
6,4,0.477966,295
6,50,0.465347,303
6,52,0.594828,232
6,58,0.463087,149
6,60,0.546798,203
6,63,0.538922,334
6,64,0.492711,686
6,65,0.515818,727
6,66,0.460967,269
6,67,0.488281,256
6,69,0.496599,294
6,7,0.449612,516
6,72,0.527197,239
6,76,0.492823,209
6,77,0.510018,549
6,79,0.586592,358
6,8,0.461883,223
6,80,0.515086,464
6,81,0.446759,432
60,1,0.491935,124
60,10,0.473485,264
60,11,0.417219,151
60,12,0.449612,129
60,13,0.44484,281
60,14,0.428571,63
60,15,0.510526,190
60,16,0.40099,404
60,17,0.451613,93
60,18,0.441509,265
60,19,0.457895,190
60,2,0.480447,179
60,20,0.440129,309
60,25,0.495652,115
60,27,0.5,146
60,3,0.459091,220
60,31,0.453039,362
60,35,0.364865,148
60,4,0.487179,156
60,50,0.435233,193
60,52,0.528455,123
60,58,0.444444,72
60,6,0.453202,203
60,63,0.469697,198
60,64,0.454839,310
60,65,0.463259,313
60,66,0.518868,106
60,67,0.454545,165
60,69,0.429293,198
60,7,0.414716,299
60,72,0.53913,115
60,76,0.492308,130
60,77,0.468085,235
60,79,0.562212,217
60,8,0.398374,123
60,80,0.465686,204
60,81,0.453333,225
63,1,0.471774,248
63,10,0.508584,466
63,11,0.393502,277
63,12,0.460465,215
63,13,0.480545,514
63,14,0.493333,150
63,15,0.55814,301
63,16,0.441041,653
63,17,0.510067,149
63,18,0.447059,425
63,19,0.526738,374
63,2,0.426752,314
63,20,0.441176,578
63,25,0.485232,237
63,27,0.490842,273
63,3,0.504926,406
63,31,0.488889,630
63,35,0.521173,307
63,4,0.448505,301
63,50,0.462963,324
63,52,0.591111,225
63,58,0.464286,140
63,6,0.461078,334
63,60,0.530303,198
63,64,0.447898,547
63,65,0.437979,653
63,66,0.496241,266
63,67,0.458333,240
63,69,0.465054,372
63,7,0.45937,603
63,72,0.447236,199
63,76,0.465969,191
63,77,0.428571,518
63,79,0.513274,339
63,8,0.438017,242
63,80,0.426316,380
63,81,0.422274,431
64,1,0.527197,478
64,10,0.53288,882
64,11,0.477578,446
64,12,0.514493,414
64,13,0.507216,970
64,14,0.577206,272
64,15,0.578378,555
64,16,0.467596,1219
64,17,0.576667,300
64,18,0.466874,966
64,19,0.537221,806
64,2,0.475436,631
64,20,0.470707,990
64,25,0.529528,508
64,27,0.543478,552
64,3,0.514286,595
64,31,0.507834,1085
64,35,0.469159,535
64,4,0.503401,441
64,50,0.501779,562
64,52,0.628319,452
64,58,0.507299,274
64,6,0.507289,686
64,60,0.545161,310
64,63,0.552102,547
64,65,0.500919,1088
64,66,0.546973,479
64,67,0.511848,422
64,69,0.516696,569
64,7,0.465833,1039
64,72,0.559896,384
64,76,0.534574,376
64,77,0.508513,881
64,79,0.609428,594
64,8,0.449761,418
64,80,0.503937,635
64,81,0.511789,721
65,1,0.501109,451
65,10,0.545347,849
65,11,0.454756,431
65,12,0.534286,350
65,13,0.492523,1070
65,14,0.54902,306
65,15,0.529954,651
65,16,0.477528,1246
65,17,0.517241,319
65,18,0.469413,801
65,19,0.539241,790
65,2,0.518237,658
65,20,0.456432,964
65,25,0.537037,540
65,27,0.518664,509
65,3,0.484227,634
65,31,0.493186,1174
65,35,0.476015,542
65,4,0.516364,550
65,50,0.46932,603
65,52,0.588803,518
65,58,0.477551,245
65,6,0.484182,727
65,60,0.536741,313
65,63,0.562021,653
65,64,0.499081,1088
65,66,0.490835,491
65,67,0.520971,453
65,69,0.532313,588
65,7,0.480392,1122
65,72,0.520124,323
65,76,0.51532,359
65,77,0.51717,961
65,79,0.572298,657
65,8,0.451025,439
65,80,0.489879,741
65,81,0.483376,782
66,1,0.572414,290
66,10,0.540201,398
66,11,0.447005,217
66,12,0.525581,215
66,13,0.503817,393
66,14,0.504854,103
66,15,0.559727,293
66,16,0.456982,709
66,17,0.48855,131
66,18,0.489185,601
66,19,0.551515,330
66,2,0.495726,234
66,20,0.447368,418
66,25,0.483092,207
66,27,0.548387,248
66,3,0.511401,307
66,31,0.527103,535
66,35,0.504732,317
66,4,0.479167,240
66,50,0.511905,252
66,52,0.582609,230
66,58,0.468085,94
66,6,0.539033,269
66,60,0.481132,106
66,63,0.503759,266
66,64,0.453027,479
66,65,0.509165,491
66,67,0.509434,159
66,69,0.562753,247
66,7,0.498986,493
66,72,0.554945,182
66,76,0.565476,168
66,77,0.506083,411
66,79,0.598039,204
66,8,0.483871,248
66,80,0.511719,256
66,81,0.459075,281
67,1,0.479452,219
67,10,0.513228,378
67,11,0.45933,209
67,12,0.479167,192
67,13,0.480418,383
67,14,0.504348,115
67,15,0.527778,252
67,16,0.469595,592
67,17,0.601399,143
67,18,0.493617,470
67,19,0.559524,252
67,2,0.490421,261
67,20,0.45749,494
67,25,0.513812,181
67,27,0.53,200
67,3,0.479245,265
67,31,0.517745,479
67,35,0.46,200
67,4,0.506667,225
67,50,0.479675,246
67,52,0.612745,204
67,58,0.512821,117
67,6,0.511719,256
67,60,0.545455,165
67,63,0.541667,240
67,64,0.488152,422
67,65,0.479029,453
67,66,0.490566,159
67,69,0.505017,299
67,7,0.462069,435
67,72,0.492647,136
67,76,0.556291,151
67,77,0.488439,346
67,79,0.552632,418
67,8,0.449541,218
67,80,0.508651,289
67,81,0.486842,304
69,1,0.533333,285
69,10,0.512987,616
69,11,0.429054,296
69,12,0.524272,309
69,13,0.485114,571
69,14,0.51634,153
69,15,0.538226,327
69,16,0.441327,784
69,17,0.561497,187
69,18,0.476676,686
69,19,0.526912,353
69,2,0.475921,353
69,20,0.423545,739
69,25,0.478448,232
69,27,0.503378,296
69,3,0.490431,418
69,31,0.527571,671
69,35,0.453012,415
69,4,0.473868,287
69,50,0.48855,393
69,52,0.583587,329
69,58,0.520833,144
69,6,0.503401,294
69,60,0.570707,198
69,63,0.534946,372
69,64,0.483304,569
69,65,0.467687,588
69,66,0.437247,247
69,67,0.494983,299
69,7,0.469388,686
69,72,0.543269,208
69,76,0.47343,207
69,77,0.508353,419
69,79,0.561224,392
69,8,0.428144,334
69,80,0.488525,305
69,81,0.468927,354
7,1,0.566494,579
7,10,0.528588,857
7,11,0.509174,436
7,12,0.526882,372
7,13,0.513875,973
7,14,0.576,250
7,15,0.570328,519
7,16,0.47711,1398
7,17,0.587459,303
7,18,0.475758,660
7,19,0.566906,695
7,2,0.540816,588
7,20,0.488196,1059
7,25,0.525164,457
7,27,0.512195,574
7,3,0.517923,809
7,31,0.528864,1074
7,35,0.536184,608
7,4,0.474265,544
7,50,0.497791,679
7,52,0.630931,569
7,58,0.506383,235
7,6,0.550388,516
7,60,0.585284,299
7,63,0.54063,603
7,64,0.534167,1039
7,65,0.519608,1122
7,66,0.501014,493
7,67,0.537931,435
7,69,0.530612,686
7,72,0.598131,321
7,76,0.506061,330
7,77,0.502987,837
7,79,0.594915,590
7,8,0.473577,492
7,80,0.50369,542
7,81,0.486088,611
72,1,0.440994,161
72,10,0.469453,311
72,11,0.412698,189
72,12,0.493421,152
72,13,0.453333,300
72,14,0.571429,91
72,15,0.491228,228
72,16,0.423581,458
72,17,0.44,100
72,18,0.432039,412
72,19,0.516129,279
72,2,0.462264,212
72,20,0.425474,369
72,25,0.497006,167
72,27,0.526066,211
72,3,0.495536,224
72,31,0.46247,413
72,35,0.446809,235
72,4,0.432584,178
72,50,0.434343,198
72,52,0.577381,168
72,58,0.516854,89
72,6,0.472803,239
72,60,0.46087,115
72,63,0.552764,199
72,64,0.440104,384
72,65,0.479876,323
72,66,0.445055,182
72,67,0.507353,136
72,69,0.456731,208
72,7,0.401869,321
72,76,0.518182,110
72,77,0.464744,312
72,79,0.534591,159
72,8,0.428571,140
72,80,0.467213,244
72,81,0.44856,243
76,1,0.578571,140
76,10,0.479021,286
76,11,0.352201,159
76,12,0.529412,102
76,13,0.482659,346
76,14,0.55,120
76,15,0.556561,221
76,16,0.48,350
76,17,0.543103,116
76,18,0.489097,321
76,19,0.5625,256
76,2,0.423963,217
76,20,0.467262,336
76,25,0.470588,187
76,27,0.515723,159
76,3,0.512195,164
76,31,0.5,356
76,35,0.479769,173
76,4,0.479042,167
76,50,0.468085,188
76,52,0.51773,141
76,58,0.436782,87
76,6,0.507177,209
76,60,0.507692,130
76,63,0.534031,191
76,64,0.465426,376
76,65,0.48468,359
76,66,0.434524,168
76,67,0.443709,151
76,69,0.52657,207
76,7,0.493939,330
76,72,0.481818,110
76,77,0.472843,313
76,79,0.539474,228
76,8,0.456376,149
76,80,0.453184,267
76,81,0.484252,254
77,1,0.576471,340
77,10,0.546565,655
77,11,0.445428,339
77,12,0.491039,279
77,13,0.508906,786
77,14,0.56,225
77,15,0.557303,445
77,16,0.470588,1071
77,17,0.486207,290
77,18,0.511888,715
77,19,0.546311,637
77,2,0.476289,485
77,20,0.434415,709
77,25,0.483627,397
77,27,0.535019,514
77,3,0.519669,483
77,31,0.511482,958
77,35,0.504587,436
77,4,0.490814,381
77,50,0.5,512
77,52,0.573643,387
77,58,0.458333,216
77,6,0.489982,549
77,60,0.531915,235
77,63,0.571429,518
77,64,0.491487,881
77,65,0.48283,961
77,66,0.493917,411
77,67,0.511561,346
77,69,0.491647,419
77,7,0.497013,837
77,72,0.535256,312
77,76,0.527157,313
77,79,0.582117,548
77,8,0.439716,282
77,80,0.47931,580
77,81,0.446809,658
79,1,0.46696,227
79,10,0.459559,544
79,11,0.383178,321
79,12,0.461847,249
79,13,0.401739,575
79,14,0.544248,226
79,15,0.481994,361
79,16,0.418301,765
79,17,0.490196,204
79,18,0.38965,657
79,19,0.486486,333
