hero_a,hero_b,synergy_score,games
50,6,0.488312,385
50,60,0.496403,139
50,63,0.483092,207
50,64,0.504873,513
50,65,0.518006,361
50,66,0.541353,266
50,67,0.541485,229
50,69,0.460481,291
50,7,0.567164,402
50,72,0.470046,217
50,76,0.396226,106
50,77,0.505208,384
50,79,0.471947,303
50,8,0.516304,184
50,80,0.530172,232
50,81,0.515038,266
52,58,0.423529,85
52,6,0.447699,239
52,60,0.446154,130
52,63,0.382514,183
52,64,0.39599,399
52,65,0.386628,344
52,66,0.426471,204
52,67,0.395745,235
52,69,0.390681,279
52,7,0.422713,317
52,72,0.416058,137
52,76,0.439252,107
52,77,0.427119,295
52,79,0.347015,268
52,8,0.470297,202
52,80,0.434783,253
52,81,0.485714,210
58,6,0.478571,140
58,60,0.484375,64
58,63,0.555556,99
58,64,0.511962,209
58,65,0.519651,229
58,66,0.495798,119
58,67,0.550847,118
58,69,0.503876,129
58,7,0.5,154
58,72,0.483871,62
58,76,0.552381,105
58,77,0.597701,174
58,79,0.452128,188
58,8,0.573034,89
58,80,0.51938,129
58,81,0.564885,131
6,60,0.470238,168
6,63,0.47013,385
6,64,0.508368,478
6,65,0.505804,603
6,66,0.509259,108
6,67,0.472924,277
6,69,0.518732,347
6,7,0.499089,549
6,72,0.516393,122
6,76,0.506073,247
6,77,0.505128,390
6,79,0.468271,457
6,8,0.497976,247
6,80,0.516234,308
6,81,0.567961,412
60,63,0.401515,132
60,64,0.489726,292
60,65,0.462462,333
60,66,0.44,200
60,67,0.473684,57
60,69,0.442308,104
60,7,0.389671,213
60,72,0.474576,118
60,76,0.445946,74
60,77,0.501792,279
60,79,0.365385,52
60,8,0.535354,99
60,80,0.458101,179
60,81,0.461538,169
63,64,0.493243,444
63,65,0.496437,421
63,66,0.485477,241
63,67,0.433036,224
63,69,0.427451,255
63,7,0.539157,332
63,72,0.441048,229
63,76,0.367188,128
63,77,0.44359,390
63,79,0.39697,330
63,8,0.539683,189
63,80,0.464646,297
63,81,0.496324,272
64,65,0.536854,909
64,66,0.5,330
64,67,0.562945,421
64,69,0.495575,565
64,7,0.52412,767
64,72,0.484848,264
64,76,0.501832,273
64,77,0.529973,734
64,79,0.456869,626
64,8,0.575521,384
64,80,0.547576,557
64,81,0.566069,613
65,66,0.463014,365
65,67,0.513011,538
65,69,0.494737,570
65,7,0.500867,577
65,72,0.446809,329
65,76,0.498584,353
65,77,0.528249,708
65,79,0.44137,759
65,8,0.583784,370
65,80,0.526412,549
65,81,0.56446,574
66,67,0.493151,292
66,69,0.519802,404
66,7,0.530938,501
66,72,0.507463,67
66,76,0.537931,145
66,77,0.43913,230
66,79,0.414986,347
66,8,0.562232,233
66,80,0.540881,159
66,81,0.518072,249
67,69,0.538462,78
67,7,0.498681,379
67,72,0.497674,215
67,76,0.524096,166
67,77,0.495822,359
67,79,0.48,50
67,8,0.58,100
67,80,0.52669,281
67,81,0.544118,272
69,7,0.54424,599
69,72,0.449827,289
69,76,0.440994,161
69,77,0.49497,497
69,79,0.354167,96
69,8,0.52657,207
69,80,0.482972,323
69,81,0.523649,296
7,72,0.51145,393
7,76,0.526042,192
7,77,0.501832,546
7,79,0.436285,463
7,8,0.590604,447
7,80,0.52,400
7,81,0.555556,441
72,76,0.45082,122
72,77,0.488263,213
72,79,0.398026,304
72,8,0.506944,144
72,80,0.47619,168
72,81,0.482234,197
76,77,0.451128,266
76,79,0.453608,194
76,8,0.577586,116
76,80,0.521186,236
76,81,0.486486,222
77,79,0.453039,543
77,8,0.589404,302
77,80,0.489837,492
77,81,0.504836,517
79,8,0.459677,124
79,80,0.480899,445
79,81,0.532787,366
8,80,0.524887,221
8,81,0.606335,221
80,81,0.534989,443
