hero,pickrate
1,0.120123
10,0.215632
11,0.117897
12,0.103168
13,0.223488
14,0.069652
15,0.141987
16,0.303679
17,0.075085
18,0.242014
19,0.18552
2,0.147159
20,0.24928
25,0.116981
27,0.135441
3,0.160644
31,0.273566
35,0.148795
4,0.124378
50,0.149254
52,0.119403
58,0.063171
6,0.152985
60,0.079209
63,0.143166
64,0.251637
65,0.260932
66,0.121432
67,0.11338
69,0.157764
7,0.254844
72,0.093153
76,0.08713
77,0.207973
79,0.152789
8,0.11266
80,0.155734
81,0.168892
