hero,winrate
1,0.455586
10,0.476017
11,0.540811
12,0.498096
13,0.507323
14,0.456767
15,0.449516
16,0.543436
17,0.465562
18,0.527725
19,0.458363
2,0.524021
20,0.544118
25,0.494124
27,0.479459
3,0.50163
31,0.492702
35,0.515178
4,0.507895
50,0.510965
52,0.408443
58,0.518135
6,0.494223
60,0.454545
63,0.467307
64,0.510666
65,0.503512
66,0.507817
67,0.498845
69,0.492946
7,0.525302
72,0.467323
76,0.492111
77,0.506767
79,0.427592
8,0.556072
80,0.509458
81,0.532171
