composition,winrate,games
19|20|50|63|65|77,1.0,1
19|20|50|64|65|81,1.0,1
19|20|50|64|79|80,0.0,1
19|20|50|66|67|80,1.0,1
19|20|50|6|65|76,0.0,1
19|20|52|64|65|76,0.0,1
19|20|52|64|77|8,0.0,1
19|20|52|64|79|81,1.0,1
19|20|52|64|7|79,0.0,1
19|20|52|65|79|8,1.0,1
19|20|58|65|76|77,0.0,1
19|20|60|63|77|8,1.0,1
19|20|60|64|65|8,0.0,1
19|20|60|64|80|81,0.0,1
19|20|60|65|66|7,1.0,1
19|20|60|65|77|81,1.0,1
19|20|60|66|80|81,0.0,1
19|20|63|64|69|81,1.0,1
19|20|63|65|80|81,1.0,1
19|20|64|65|77|79,1.0,1
19|20|64|65|79|81,1.0,1
19|20|64|66|69|7,1.0,1
19|20|64|67|7|72,0.0,1
19|20|64|67|7|80,1.0,1
19|20|64|69|77|80,0.0,1
19|20|64|69|7|8,1.0,1
19|20|64|76|80|81,1.0,1
19|20|64|7|72|79,1.0,1
19|20|65|67|72|76,1.0,1
19|20|65|76|79|8,1.0,1
19|20|65|79|8|80,1.0,1
19|20|66|67|7|77,0.0,1
19|20|66|69|7|80,0.0,1
19|20|66|8|80|81,1.0,1
19|20|67|7|72|77,1.0,1
19|20|67|7|76|77,0.0,1
19|20|67|7|8|80,1.0,1
19|20|69|76|80|81,1.0,1
19|20|69|7|77|8,1.0,1
19|20|6|60|64|7,1.0,1
19|20|6|63|65|76,0.0,1
19|20|6|63|69|80,1.0,1
19|20|6|63|7|79,1.0,1
19|20|6|64|7|79,0.0,1
19|20|6|65|7|76,1.0,1
19|20|6|7|76|81,0.0,1
19|20|7|72|79|80,0.0,1
19|20|7|79|80|81,0.0,1
19|25|31|50|52|79,1.0,1
19|25|31|63|79|81,1.0,1
19|25|31|69|7|8,0.0,1
19|25|3|50|63|81,1.0,1
19|25|3|64|79|81,1.0,2
19|25|4|50|58|7,1.0,1
19|25|4|50|67|69,1.0,1
19|25|50|60|67|7,0.0,1
19|25|50|64|69|81,1.0,1
19|25|58|63|76|79,0.0,1
19|25|60|63|69|77,0.0,1
19|25|60|63|77|8,1.0,1
19|25|63|64|67|8,0.0,1
19|25|63|65|67|69,0.0,1
19|25|63|67|77|8,1.0,1
19|25|63|79|80|81,1.0,1
19|25|64|67|7|8,1.0,1
19|25|65|69|7|79,1.0,1
19|27|31|50|64|79,0.0,1
19|27|31|50|67|77,1.0,1
19|27|31|50|79|81,0.0,1
19|27|31|60|65|7,0.0,1
19|27|31|64|7|79,1.0,1
19|27|35|69|7|8,0.0,1
19|27|3|31|60|64,1.0,1
19|27|3|31|60|81,0.0,1
19|27|3|50|6|67,0.0,1
19|27|3|50|6|79,0.0,1
19|27|3|60|65|69,0.0,1
19|27|3|67|76|8,0.0,1
19|27|50|52|69|79,0.0,1
19|27|50|60|65|79,1.0,1
19|27|50|60|69|77,1.0,1
19|27|50|65|69|79,1.0,1
19|27|50|67|8|81,0.5,2
19|27|52|58|69|8,0.0,1
19|27|52|60|65|67,1.0,1
19|27|58|67|69|7,1.0,1
19|27|60|63|64|69,0.0,1
19|27|60|64|69|8,0.0,1
19|27|60|69|7|72,0.0,1
19|27|60|69|7|80,1.0,1
19|27|60|76|77|8,0.0,1
19|27|64|67|76|81,1.0,1
19|27|64|76|79|80,1.0,1
19|27|64|7|79|8,0.0,1
19|27|67|76|77|81,0.0,1
19|27|6|69|7|8,1.0,1
19|2|20|25|31|69,1.0,1
19|2|20|25|3|77,0.0,1
19|2|20|25|50|63,0.0,1
19|2|20|25|77|79,1.0,1
19|2|20|27|31|69,1.0,1
19|2|20|27|35|63,0.0,1
19|2|20|27|3|7,1.0,1
19|2|20|27|6|67,1.0,1
19|2|20|31|4|69,1.0,1
19|2|20|31|4|7,0.0,1
19|2|20|31|60|81,1.0,1
19|2|20|31|65|7,0.0,1
19|2|20|31|66|69,1.0,1
19|2|20|35|4|76,0.0,1
19|2|20|35|65|67,1.0,1
19|2|20|35|69|77,0.0,1
19|2|20|3|31|64,1.0,1
19|2|20|3|31|65,1.0,1
19|2|20|3|35|7,0.0,1
19|2|20|3|67|72,0.0,1
19|2|20|4|50|52,0.0,1
19|2|20|4|64|80,0.0,1
19|2|20|4|64|81,0.0,1
19|2|20|4|66|79,1.0,1
19|2|20|52|64|81,0.0,1
19|2|20|52|6|8,0.0,1
19|2|20|58|6|79,0.0,1
19|2|20|64|65|7,0.0,1
19|2|20|64|7|81,1.0,1
19|2|20|64|80|81,1.0,1
19|2|20|65|69|77,1.0,1
19|2|20|66|67|80,1.0,1
19|2|20|6|60|76,0.0,1
19|2|20|6|69|76,1.0,1
19|2|20|6|7|8,1.0,1
19|2|20|72|79|81,0.0,1
19|2|25|31|52|69,0.0,1
19|2|25|31|79|81,1.0,1
19|2|25|3|35|79,1.0,1
19|2|25|3|52|67,1.0,1
19|2|25|3|52|69,0.0,1
19|2|25|4|63|81,1.0,1
19|2|25|50|58|7,0.0,1
19|2|25|50|65|80,0.0,1
19|2|25|52|64|69,0.0,1
19|2|25|60|65|67,0.0,1
19|2|25|60|69|7,1.0,1
19|2|25|60|69|77,1.0,1
19|2|25|67|8|81,1.0,1
19|2|27|3|31|50,0.0,1
19|2|27|3|35|52,0.0,1
19|2|27|3|35|63,1.0,1
19|2|27|3|50|64,1.0,1
19|2|27|3|65|69,0.0,1
19|2|27|4|65|67,0.0,1
19|2|27|50|6|7,0.0,1
19|2|27|52|64|67,0.0,1
19|2|27|60|65|67,0.0,1
19|2|27|63|69|72,0.0,1
19|2|31|35|64|79,0.0,1
19|2|31|35|67|7,0.0,1
19|2|31|4|67|77,1.0,1
19|2|31|4|76|79,1.0,1
19|2|31|50|58|65,1.0,1
19|2|31|52|63|64,1.0,1
19|2|31|52|64|65,1.0,1
19|2|31|52|64|77,0.0,1
19|2|31|52|65|67,0.0,1
19|2|31|60|72|81,1.0,1
19|2|31|63|65|72,0.0,1
19|2|31|64|67|81,0.0,1
19|2|31|64|69|77,0.0,1
19|2|31|64|79|81,0.0,1
19|2|31|65|67|8,1.0,1
19|2|31|65|69|80,1.0,1
19|2|31|6|69|81,1.0,1
19|2|31|72|76|79,0.0,1
19|2|31|77|79|80,0.0,1
19|2|31|77|79|81,1.0,1
19|2|31|7|8|81,1.0,1
19|2|35|50|52|58,1.0,1
19|2|35|50|64|65,0.0,1
19|2|35|50|64|77,0.0,1
19|2|35|50|65|76,1.0,1
19|2|35|50|6|79,1.0,1
19|2|35|50|7|77,0.0,1
19|2|35|58|63|7,1.0,1
19|2|35|64|79|80,0.0,1
19|2|35|64|7|80,0.0,1
19|2|35|67|7|79,0.0,1
19|2|3|31|4|50,0.0,1
19|2|3|31|63|64,0.0,1
19|2|3|31|63|81,0.0,1
19|2|3|31|67|80,1.0,1
19|2|3|31|79|80,1.0,1
19|2|3|35|64|80,1.0,1
19|2|3|35|72|79,1.0,1
19|2|3|35|7|77,1.0,1
19|2|3|4|50|8,1.0,1
19|2|3|4|58|72,0.0,1
19|2|3|50|64|81,1.0,1
19|2|3|64|65|76,0.0,1
19|2|3|65|66|8,1.0,1
19|2|3|6|67|80,0.0,1
19|2|4|7|76|81,0.0,1
19|2|50|58|63|72,1.0,1
19|2|50|64|65|76,0.0,1
19|2|50|64|67|69,1.0,1
19|2|50|66|7|81,0.0,1
19|2|50|76|8|80,1.0,1
19|2|58|65|7|80,1.0,1
19|2|58|6|67|81,0.0,1
19|2|60|63|64|66,1.0,1
19|2|60|64|69|72,0.0,1
19|2|60|64|69|77,0.5,2
19|2|60|64|77|79,1.0,1
19|2|63|64|66|79,1.0,1
19|2|64|67|72|81,1.0,1
19|2|67|76|8|80,1.0,1
19|2|6|67|76|80,0.0,1
19|31|35|4|50|63,0.0,1
19|31|35|4|50|69,1.0,1
19|31|35|52|60|81,1.0,1
19|31|35|52|64|69,0.0,1
19|31|35|52|65|79,0.0,1
19|31|35|60|7|81,1.0,1
19|31|35|63|65|79,0.0,1
19|31|35|63|69|80,0.0,1
19|31|35|65|67|7,1.0,1
19|31|35|69|7|77,0.0,1
19|31|35|7|79|8,0.0,1
19|31|4|52|64|79,0.0,1
19|31|4|58|63|64,0.0,1
19|31|4|58|64|67,1.0,1
19|31|4|63|67|79,0.0,1
19|31|4|64|65|79,0.0,1
19|31|4|69|7|8,1.0,1
19|31|50|52|6|67,0.0,1
19|31|50|60|63|72,1.0,1
19|31|50|60|64|67,1.0,1
19|31|50|63|64|7,0.0,1
19|31|50|64|77|79,1.0,1
19|31|50|64|7|79,1.0,1
19|31|50|65|77|79,0.0,1
19|31|50|66|67|69,0.0,1
19|31|50|66|67|8,0.0,1
19|31|50|67|77|80,0.0,1
19|31|50|6|60|77,0.0,1
19|31|50|6|63|79,0.0,1
19|31|50|6|65|79,0.0,1
19|31|50|6|7|76,1.0,1
19|31|50|76|77|8,1.0,1
19|31|52|60|65|69,0.0,1
19|31|52|63|65|79,0.0,1
19|31|52|69|77|8,1.0,1
19|31|52|6|7|79,0.0,1
19|31|58|64|77|79,0.0,1
19|31|60|7|8|80,0.0,1
19|31|63|64|65|69,0.0,1
19|31|63|64|67|8,0.0,1
19|31|63|65|67|8,1.0,1
19|31|63|65|69|72,0.0,1
19|31|63|67|72|81,1.0,1
19|31|63|67|77|80,0.0,1
19|31|63|67|7|8,0.0,1
19|31|63|67|80|81,0.0,1
19|31|63|69|77|8,0.0,1
19|31|63|79|80|81,0.0,1
19|31|64|65|69|77,1.0,1
19|31|64|67|76|80,0.0,1
19|31|64|67|7|77,1.0,1
19|31|64|69|77|8,1.0,1
19|31|64|69|77|81,1.0,1
19|31|64|69|7|81,1.0,1
19|31|64|69|80|81,1.0,1
19|31|64|7|79|81,0.0,1
19|31|65|67|76|77,0.0,1
19|31|65|69|77|8,1.0,1
19|31|6|63|65|67,0.0,1
19|31|6|63|69|76,0.0,1
19|31|6|69|7|81,0.5,2
19|31|7|76|77|79,0.0,1
19|31|7|79|80|81,1.0,1
19|35|4|50|64|67,0.0,1
19|35|4|50|67|77,1.0,1
19|35|4|63|64|67,1.0,1
19|35|4|63|64|79,0.0,1
19|35|4|63|77|79,0.0,1
19|35|50|60|63|69,1.0,1
19|35|50|64|67|80,1.0,1
19|35|50|64|69|8,1.0,1
19|35|50|6|7|79,0.0,1
19|35|50|77|79|80,1.0,1
19|35|52|58|60|69,0.0,1
19|35|52|60|65|69,0.0,1
19|35|52|64|65|8,0.0,1
19|35|52|64|69|8,0.0,2
19|35|60|66|69|7,1.0,1
19|35|63|76|79|81,0.0,1
19|35|64|65|67|81,1.0,1
19|35|64|65|79|81,1.0,1
19|35|64|69|7|81,1.0,1
19|35|65|67|69|7,1.0,1
19|35|65|67|8|80,0.0,1
19|35|65|69|8|80,0.0,1
19|35|67|7|77|81,1.0,1
19|35|67|7|80|81,1.0,1
19|35|7|72|79|80,0.0,1
19|3|31|35|52|7,0.0,1
19|3|31|35|65|69,1.0,1
19|3|31|35|69|7,0.0,1
19|3|31|4|69|80,1.0,1
19|3|31|4|7|79,1.0,1
19|3|31|50|52|58,1.0,1
19|3|31|50|64|79,0.0,1
19|3|31|50|72|76,0.0,1
19|3|31|50|72|81,0.0,1
19|3|31|50|77|79,0.0,1
19|3|31|52|6|79,0.0,1
19|3|31|52|77|79,0.0,1
19|3|31|60|64|80,1.0,1
19|3|31|64|65|67,1.0,1
19|3|31|64|65|79,0.0,1
19|3|31|65|66|79,0.0,2
19|3|31|65|72|79,0.0,1
19|3|31|65|79|81,1.0,2
19|3|31|69|72|81,1.0,1
19|3|31|69|76|80,0.0,1
19|3|31|69|77|80,0.0,1
19|3|31|6|69|7,1.0,1
19|3|35|4|76|77,0.0,1
19|3|35|50|72|79,0.0,1
19|3|35|58|64|79,0.0,1
19|3|35|60|63|65,0.0,1
19|3|35|60|65|8,0.0,1
19|3|35|64|65|81,0.0,1
19|3|35|64|69|77,0.0,1
19|3|35|65|67|77,0.0,1
19|3|35|65|67|80,1.0,1
19|3|35|66|67|7,1.0,1
19|3|35|66|7|79,0.0,1
19|3|35|67|7|76,1.0,1
19|3|35|69|7|8,0.0,1
19|3|4|66|79|81,0.0,1
19|3|4|6|60|76,1.0,1
19|3|4|6|63|79,0.0,1
19|3|50|58|65|8,1.0,1
19|3|50|60|69|72,1.0,1
19|3|50|64|65|81,1.0,1
19|3|50|64|80|81,0.0,1
19|3|50|6|69|8,0.0,1
19|3|50|6|76|79,0.0,1
19|3|50|6|77|79,1.0,1
19|3|52|63|80|81,1.0,1
19|3|52|64|65|69,0.0,1
19|3|52|66|67|8,1.0,1
19|3|52|6|67|77,0.0,1
19|3|58|64|65|67,0.0,1
19|3|63|66|67|77,0.0,1
19|3|64|79|80|81,1.0,1
19|3|65|66|7|80,0.0,1
19|3|65|67|77|8,1.0,1
19|3|65|79|8|80,1.0,1
19|3|66|76|77|79,0.0,1
19|3|67|72|76|80,0.0,1
19|3|67|76|77|81,1.0,1
19|3|67|7|76|8,1.0,1
19|3|69|72|77|81,1.0,1
19|3|6|63|80|81,1.0,1
19|3|6|64|65|79,0.0,1
19|3|6|69|77|81,1.0,1
19|4|50|58|69|81,1.0,1
19|4|52|60|67|80,0.0,1
19|4|52|67|8|80,1.0,1
19|4|52|67|8|81,1.0,1
19|4|63|67|77|79,0.0,1
19|4|64|65|79|8,1.0,1
19|4|64|67|76|79,1.0,1
19|4|64|69|8|80,0.0,1
19|4|65|67|69|81,1.0,1
19|4|6|63|67|76,1.0,1
19|4|6|63|79|81,0.0,1
19|4|6|7|79|81,1.0,1
19|4|7|72|79|8,1.0,1
19|50|52|6|63|67,1.0,1
19|50|58|65|76|80,0.0,1
19|50|60|64|66|69,0.0,1
19|50|60|65|66|79,1.0,1
19|50|60|66|67|7,0.0,1
19|50|60|66|7|79,0.0,1
19|50|63|64|66|69,0.0,1
19|50|63|67|7|72,0.0,1
19|50|64|65|66|69,0.0,1
19|50|65|66|69|79,0.0,1
19|50|65|67|76|81,1.0,1
19|50|65|67|79|80,1.0,1
19|50|6|60|65|67,1.0,1
19|50|6|63|67|69,1.0,1
19|50|6|63|7|81,0.0,1
19|50|6|69|77|8,1.0,1
19|50|6|76|77|79,0.0,1
19|52|58|64|67|77,1.0,1
19|52|60|65|67|80,0.0,1
19|52|60|66|7|79,0.0,1
19|52|60|69|76|80,1.0,1
19|52|64|7|79|81,0.0,1
19|52|69|7|72|79,0.0,1
19|52|7|76|80|81,0.0,1
19|58|60|64|65|67,0.0,1
19|58|60|65|66|67,0.0,1
19|58|60|65|66|79,0.0,1
19|58|60|79|80|81,0.0,1
19|58|63|66|69|79,1.0,1
19|58|64|7|72|79,1.0,1
19|58|65|67|79|80,1.0,1
19|58|66|69|76|81,0.0,1
19|58|66|69|7|79,1.0,1
19|58|6|67|76|81,0.0,1
19|60|63|64|77|79,0.0,1
19|60|63|66|7|79,0.5,2
19|60|63|69|77|80,0.0,1
19|60|64|65|67|7,1.0,1
19|60|64|65|69|80,0.0,1
19|60|64|65|69|81,1.0,2
19|60|64|65|7|77,0.0,1
19|60|65|67|77|81,0.0,1
19|60|65|69|76|77,0.0,1
19|63|64|72|79|8,1.0,1
19|63|65|66|7|81,0.0,1
19|63|66|7|79|8,0.0,1
19|63|69|77|79|80,1.0,1
19|63|77|79|8|80,0.0,1
19|64|65|77|79|8,1.0,1
19|64|66|67|7|8,1.0,1
19|64|66|7|79|8,1.0,1
19|64|69|7|77|79,0.0,1
19|64|7|72|79|8,0.0,1
19|65|66|69|7|79,0.0,1
19|65|66|79|8|81,0.0,1
19|65|67|69|7|72,0.0,1
19|65|69|77|79|80,0.0,1
19|66|69|77|8|81,1.0,1
19|67|72|76|77|81,1.0,1
19|6|63|64|79|81,1.0,1
19|6|63|65|79|8,0.0,1
19|6|63|67|76|80,0.0,1
19|6|63|76|77|79,0.0,1
19|6|65|67|69|7,0.0,1
19|6|65|67|76|81,1.0,1
19|6|65|67|7|8,0.0,1
19|6|65|76|79|81,0.0,1
19|6|67|7|79|8,0.0,1
19|6|69|7|77|8,1.0,1
19|6|7|76|79|80,1.0,1
1|10|11|12|2|65,1.0,1
1|10|11|12|63|7,1.0,2
1|10|11|13|15|16,0.0,1
1|10|11|13|16|31,1.0,1
1|10|11|13|16|8,0.0,1
1|10|11|13|16|81,0.0,1
1|10|11|13|19|63,0.0,1
1|10|11|13|20|31,1.0,1
1|10|11|13|25|7,0.0,1
1|10|11|13|50|80,0.0,1
1|10|11|13|64|79,0.0,1
1|10|11|15|27|31,0.0,1
1|10|11|15|4|77,1.0,1
1|10|11|15|4|80,0.0,1
1|10|11|15|52|8,1.0,1
1|10|11|16|17|31,1.0,1
1|10|11|16|18|7,0.0,1
1|10|11|16|20|52,1.0,1
1|10|11|16|20|64,1.0,1
1|10|11|16|20|7,0.0,1
1|10|11|16|35|52,0.0,1
1|10|11|16|4|76,0.0,1
1|10|11|16|64|77,0.0,1
1|10|11|16|77|81,1.0,1
1|10|11|17|6|69,1.0,1
1|10|11|18|3|7,1.0,1
1|10|11|18|50|7,1.0,1
1|10|11|18|64|7,0.0,1
1|10|11|18|65|81,1.0,1
1|10|11|19|20|3,1.0,1
1|10|11|20|64|7,0.0,1
1|10|11|25|50|69,0.0,1
1|10|11|27|60|77,0.0,1
1|10|11|31|6|65,1.0,1
1|10|11|31|7|8,1.0,1
1|10|11|4|52|69,0.0,1
1|10|11|50|66|69,1.0,1
1|10|11|60|65|80,1.0,1
1|10|11|66|67|7,0.0,1
1|10|12|13|16|81,1.0,1
1|10|12|13|20|72,0.0,1
1|10|12|13|31|76,1.0,1
1|10|12|13|31|77,1.0,1
1|10|12|13|35|80,0.0,1
1|10|12|16|17|27,1.0,1
1|10|12|17|60|80,0.0,1
1|10|12|19|2|65,0.0,1
1|10|12|20|25|7,0.0,1
1|10|12|20|27|7,1.0,1
1|10|12|20|7|77,0.0,1
1|10|12|27|31|7,0.0,1
1|10|12|27|52|8,1.0,1
1|10|12|2|20|77,1.0,1
1|10|12|31|7|77,1.0,1
1|10|12|35|7|77,1.0,1
1|10|12|3|31|63,0.0,1
1|10|12|50|65|72,0.0,1
1|10|12|50|66|8,1.0,1
1|10|12|60|65|7,0.0,1
1|10|13|15|16|69,1.0,1
1|10|13|16|18|3,0.0,1
1|10|13|16|18|77,1.0,1
1|10|13|16|18|8,1.0,1
1|10|13|16|18|80,1.0,1
1|10|13|18|20|3,0.0,1
1|10|13|18|20|80,1.0,1
1|10|13|18|31|4,1.0,1
1|10|13|18|35|65,0.0,1
1|10|13|18|58|7,0.0,1
1|10|13|18|65|69,0.0,1
1|10|13|18|67|76,0.0,1
1|10|13|19|20|67,0.0,1
1|10|13|19|27|65,0.0,1
1|10|13|19|31|79,0.0,1
1|10|13|19|79|81,0.0,1
1|10|13|20|25|3,0.0,1
1|10|13|20|52|80,0.0,1
1|10|13|20|65|81,0.0,1
1|10|13|20|66|79,0.5,2
1|10|13|20|6|7,0.0,1
1|10|13|25|31|8,0.0,1
1|10|13|25|6|79,1.0,1
1|10|13|2|6|8,0.0,1
1|10|13|31|35|64,1.0,1
1|10|13|35|50|66,0.0,1
1|10|13|35|65|72,1.0,1
1|10|13|4|6|79,0.0,1
1|10|13|52|64|80,0.0,1
1|10|13|66|67|8,0.0,1
1|10|13|66|79|8,0.0,1
1|10|13|6|64|79,1.0,1
1|10|13|6|65|69,0.0,1
1|10|13|6|67|72,0.0,1
1|10|13|6|67|76,0.0,1
1|10|13|6|69|8,0.0,1
1|10|14|15|19|8,0.0,1
1|10|14|15|27|3,0.0,1
1|10|14|16|19|64,0.0,1
1|10|14|16|25|64,0.5,2
1|10|14|16|77|81,1.0,1
1|10|14|16|8|80,1.0,1
1|10|14|18|66|7,0.0,1
1|10|14|19|35|81,0.0,1
1|10|14|19|50|65,0.0,1
1|10|14|19|65|69,0.0,2
1|10|14|20|27|4,1.0,1
1|10|14|25|31|77,1.0,1
1|10|14|31|6|7,0.0,1
1|10|14|35|6|65,0.0,1
1|10|14|65|69|77,0.0,1
1|10|15|16|20|4,0.5,2
1|10|15|16|20|80,1.0,1
1|10|15|16|31|76,0.0,1
1|10|15|16|3|65,1.0,1
1|10|15|16|58|69,1.0,1
1|10|15|16|65|69,1.0,1
1|10|15|18|31|63,0.0,1
1|10|15|18|3|76,0.0,1
1|10|15|18|4|7,0.0,1
1|10|15|18|63|77,0.0,1
1|10|15|19|52|81,0.0,1
1|10|15|20|31|64,0.0,1
1|10|15|20|7|77,1.0,1
1|10|15|27|31|69,0.0,1
1|10|15|27|4|79,1.0,1
1|10|15|2|4|81,1.0,1
1|10|15|35|52|80,0.0,1
1|10|15|3|4|64,0.0,1
1|10|15|58|77|79,0.0,1
1|10|15|64|67|80,1.0,1
1|10|15|65|77|79,1.0,1
1|10|15|6|65|69,0.0,1
1|10|16|17|18|64,1.0,1
1|10|16|17|18|76,1.0,1
1|10|16|18|20|7,1.0,1
1|10|16|18|2|80,1.0,1
1|10|16|18|3|7,0.0,1
1|10|16|18|50|65,0.0,1
1|10|16|18|50|81,1.0,1
1|10|16|18|52|76,0.0,1
1|10|16|18|64|7,0.0,1
1|10|16|18|65|77,1.0,1
1|10|16|18|65|81,1.0,1
1|10|16|18|7|80,0.0,1
1|10|16|19|3|69,0.0,1
1|10|16|19|63|79,0.0,1
1|10|16|19|65|67,1.0,1
1|10|16|19|7|79,0.0,1
1|10|16|20|25|8,0.0,1
1|10|16|20|27|31,0.5,2
1|10|16|20|27|64,1.0,1
1|10|16|20|35|4,1.0,1
1|10|16|20|50|52,0.0,1
1|10|16|20|52|69,1.0,1
1|10|16|20|64|79,0.0,1
1|10|16|20|6|81,0.0,1
1|10|16|20|77|8,1.0,1
1|10|16|25|64|69,1.0,1
1|10|16|27|31|8,0.0,1
1|10|16|27|50|79,1.0,1
1|10|16|27|64|69,0.0,1
1|10|16|27|67|81,1.0,1
1|10|16|2|27|79,1.0,1
1|10|16|2|64|80,1.0,1
1|10|16|31|64|8,1.0,1
1|10|16|31|65|69,0.5,2
1|10|16|31|66|69,1.0,1
1|10|16|35|50|69,0.0,1
1|10|16|35|52|67,0.0,1
1|10|16|35|63|67,0.0,1
1|10|16|35|69|7,1.0,1
1|10|16|35|8|80,1.0,2
1|10|16|3|31|6,0.0,1
1|10|16|3|31|8,1.0,1
1|10|16|3|35|65,0.0,1
1|10|16|52|67|72,1.0,1
1|10|16|52|67|77,1.0,1
1|10|16|60|64|81,0.0,1
1|10|16|60|66|81,1.0,1
1|10|16|64|79|80,0.0,1
1|10|16|67|7|72,1.0,1
1|10|16|6|65|69,0.0,1
1|10|17|19|3|52,0.0,1
1|10|17|20|27|77,1.0,1
1|10|17|25|79|8,0.0,1
1|10|17|35|4|67,1.0,1
1|10|17|65|67|72,1.0,1
1|10|18|19|20|7,1.0,1
1|10|18|19|2|60,0.0,1
1|10|18|19|50|79,0.0,1
1|10|18|20|27|65,1.0,1
1|10|18|20|27|7,0.0,1
1|10|18|20|31|7,1.0,1
1|10|18|20|4|63,1.0,1
1|10|18|20|63|77,0.0,1
1|10|18|20|63|81,0.0,1
1|10|18|27|65|69,0.0,1
1|10|18|2|27|31,0.0,1
1|10|18|2|31|76,0.0,1
1|10|18|2|63|72,1.0,1
1|10|18|31|65|76,0.0,1
1|10|18|35|50|76,0.0,1
1|10|18|3|35|7,0.0,1
1|10|18|3|64|77,0.0,1
1|10|18|3|6|7,0.5,2
1|10|18|4|7|8,1.0,1
1|10|18|50|64|77,0.0,1
1|10|18|52|65|69,0.0,1
1|10|18|52|69|81,0.0,1
1|10|18|52|77|8,1.0,1
1|10|18|63|65|7,0.0,1
1|10|18|65|77|8,1.0,1
1|10|18|76|77|81,0.0,1
1|10|18|77|8|81,1.0,1
1|10|19|20|31|8,0.0,1
1|10|19|20|3|50,0.0,1
1|10|19|20|4|50,0.0,1
1|10|19|20|4|69,0.0,1
1|10|19|20|52|67,0.0,1
1|10|19|20|63|7,1.0,1
1|10|19|20|7|79,1.0,1
1|10|19|27|3|67,0.0,1
1|10|19|27|67|81,0.0,1
1|10|19|2|58|63,1.0,1
1|10|19|2|63|69,1.0,1
1|10|19|31|4|69,1.0,1
1|10|19|31|60|80,0.0,1
1|10|19|35|50|79,1.0,1
1|10|19|3|31|69,0.0,1
1|10|19|3|35|65,1.0,1
1|10|19|3|66|67,0.0,1
1|10|19|3|67|77,0.0,1
1|10|19|3|67|81,0.0,1
1|10|19|3|6|69,0.0,1
1|10|19|3|72|79,0.0,1
1|10|19|50|52|69,1.0,1
1|10|19|50|79|8,0.0,1
1|10|19|60|65|69,0.0,1
1|10|19|64|77|79,0.0,1
1|10|19|66|69|79,0.0,1
1|10|20|25|35|67,0.0,1
1|10|20|25|3|69,1.0,1
1|10|20|25|69|77,0.0,1
1|10|20|27|35|81,0.0,1
1|10|20|27|3|64,0.0,1
1|10|20|27|4|63,0.0,1
1|10|20|31|50|77,1.0,1
1|10|20|31|60|65,1.0,1
1|10|20|31|64|76,1.0,1
1|10|20|31|66|8,0.0,1
1|10|20|35|65|7,1.0,1
1|10|20|3|64|65,1.0,1
1|10|20|52|63|81,0.0,1
1|10|20|52|80|81,1.0,1
1|10|20|63|64|65,1.0,1
1|10|20|64|65|66,0.0,1
1|10|20|64|69|80,1.0,1
1|10|20|65|67|77,0.0,1
1|10|20|65|67|80,0.0,1
1|10|20|65|76|79,0.0,1
1|10|20|66|67|7,1.0,1
1|10|20|66|69|77,0.0,1
1|10|20|6|65|69,1.0,1
1|10|20|77|79|80,1.0,1
1|10|25|31|65|67,0.0,1
1|10|25|3|35|69,1.0,1
1|10|25|50|60|72,0.0,1
1|10|25|50|6|79,1.0,1
1|10|25|60|65|69,0.0,1
1|10|25|63|64|79,0.0,1
1|10|25|63|65|69,0.0,1
1|10|25|64|77|79,0.0,1
1|10|25|64|79|80,1.0,1
1|10|25|67|80|81,0.0,1
1|10|25|69|76|79,1.0,1
1|10|27|31|7|79,0.0,1
1|10|27|35|58|67,1.0,1
1|10|27|35|60|81,0.0,1
1|10|27|3|58|76,1.0,1
1|10|27|6|65|79,0.0,1
1|10|27|6|67|7,0.0,1
1|10|2|20|25|79,1.0,1
1|10|2|20|4|77,1.0,1
1|10|2|25|35|79,1.0,1
1|10|2|25|63|64,0.0,1
1|10|2|27|31|79,0.0,1
1|10|2|27|52|66,0.0,2
1|10|2|31|52|80,1.0,1
1|10|2|31|65|81,0.0,1
1|10|2|35|65|81,0.0,1
1|10|2|63|64|80,1.0,1
1|10|31|35|58|69,0.0,1
1|10|31|52|63|65,1.0,1
1|10|31|52|6|63,0.0,1
1|10|31|58|64|67,1.0,1
1|10|31|58|66|79,0.0,1
1|10|31|60|65|72,1.0,1
1|10|31|60|66|81,0.0,1
1|10|31|64|65|79,0.5,2
1|10|31|64|67|81,0.0,1
1|10|31|6|63|69,0.0,1
1|10|31|6|69|7,0.0,1
1|10|31|6|77|8,1.0,1
1|10|35|4|67|7,0.0,1
1|10|35|52|60|8,0.0,1
1|10|35|58|63|66,0.0,1
1|10|35|63|64|7,1.0,1
1|10|35|64|65|79,1.0,1
1|10|35|65|69|8,0.0,1
1|10|35|65|72|79,1.0,1
1|10|3|31|64|65,1.0,1
1|10|3|35|66|7,0.0,1
1|10|3|35|66|81,1.0,1
1|10|3|4|64|76,0.0,1
1|10|3|6|64|81,1.0,1
1|10|3|6|65|67,0.0,1
1|10|3|6|69|76,0.0,1
1|10|3|72|79|80,0.0,1
1|10|4|52|64|8,1.0,1
1|10|4|64|66|79,0.0,1
1|10|4|67|80|81,1.0,1
1|10|4|6|65|79,0.0,1
1|10|50|58|64|65,0.0,1
1|10|52|60|64|69,0.0,1
1|10|52|64|66|81,0.0,1
1|10|58|64|77|8,0.0,1
1|10|60|77|8|80,1.0,1
