composition,winrate,games
11|13|18|31|63|65,1.0,1
11|13|18|31|63|7,0.0,2
11|13|18|35|50|77,1.0,1
11|13|18|35|52|65,1.0,1
11|13|18|3|4|65,1.0,1
11|13|18|3|4|7,0.0,1
11|13|18|3|52|64,0.0,1
11|13|18|3|64|65,1.0,1
11|13|18|3|64|7,1.0,1
11|13|18|3|65|72,0.0,1
11|13|18|3|66|7,1.0,1
11|13|18|4|64|65,1.0,1
11|13|18|4|64|7,1.0,1
11|13|18|4|65|76,1.0,1
11|13|18|50|64|7,0.0,1
11|13|18|50|64|77,1.0,1
11|13|18|50|76|81,1.0,1
11|13|18|52|63|81,1.0,1
11|13|18|52|6|7,0.5,2
11|13|18|63|77|80,0.0,1
11|13|18|63|80|81,1.0,1
11|13|18|64|65|77,0.0,1
11|13|18|64|65|80,0.333333,3
11|13|18|64|65|81,1.0,1
11|13|18|64|7|80,1.0,1
11|13|18|64|7|81,0.0,1
11|13|18|65|77|80,1.0,1
11|13|18|65|7|8,0.0,1
11|13|18|65|80|81,0.0,1
11|13|18|69|7|76,1.0,1
11|13|18|6|65|7,0.5,2
11|13|18|7|77|79,1.0,1
11|13|19|20|27|65,1.0,1
11|13|19|20|31|4,0.0,1
11|13|19|20|35|76,1.0,1
11|13|19|20|4|65,1.0,1
11|13|19|20|65|79,0.0,1
11|13|19|25|65|79,0.0,2
11|13|19|27|3|67,0.0,1
11|13|19|27|3|7,1.0,1
11|13|19|27|64|69,1.0,1
11|13|19|27|65|79,1.0,1
11|13|19|27|79|80,0.0,1
11|13|19|27|7|79,1.0,1
11|13|19|2|31|7,0.0,1
11|13|19|2|35|7,1.0,1
11|13|19|2|35|77,0.0,1
11|13|19|2|3|4,0.0,1
11|13|19|31|4|8,1.0,2
11|13|19|31|50|60,0.0,1
11|13|19|31|50|69,1.0,1
11|13|19|35|69|7,1.0,1
11|13|19|35|76|8,1.0,1
11|13|19|3|60|64,1.0,1
11|13|19|4|60|64,0.0,1
11|13|19|52|66|67,0.0,1
11|13|19|52|67|81,0.0,1
11|13|19|60|66|8,0.0,1
11|13|19|60|66|81,0.0,1
11|13|19|63|64|67,1.0,1
11|13|19|65|67|76,0.0,1
11|13|19|65|77|79,0.0,1
11|13|19|66|67|7,1.0,1
11|13|19|6|60|65,1.0,1
11|13|19|7|77|79,0.0,1
11|13|19|7|79|80,0.5,2
11|13|20|27|65|79,1.0,1
11|13|20|27|8|81,1.0,1
11|13|20|31|35|65,0.0,1
11|13|20|31|4|66,1.0,1
11|13|20|31|50|6,0.0,1
11|13|20|31|64|72,0.0,1
11|13|20|31|64|76,1.0,1
11|13|20|31|64|77,0.0,1
11|13|20|31|66|77,0.5,2
11|13|20|31|66|81,0.0,1
11|13|20|31|6|7,0.0,1
11|13|20|31|80|81,0.0,1
11|13|20|35|6|7,0.0,1
11|13|20|4|77|8,1.0,1
11|13|20|52|64|66,1.0,1
11|13|20|52|6|7,1.0,1
11|13|20|58|66|79,1.0,1
11|13|20|65|66|69,1.0,1
11|13|20|6|65|8,1.0,1
11|13|20|6|80|81,1.0,1
11|13|20|77|80|81,0.0,1
11|13|25|27|63|79,0.0,1
11|13|25|31|60|7,0.0,1
11|13|25|3|64|69,0.0,1
11|13|25|4|50|79,1.0,1
11|13|25|52|66|79,0.0,1
11|13|25|60|76|77,1.0,1
11|13|25|64|65|79,1.0,1
11|13|25|64|67|7,0.0,1
11|13|25|65|67|76,0.0,1
11|13|25|65|79|80,0.0,1
11|13|25|66|7|79,0.0,1
11|13|25|67|7|72,0.0,1
11|13|25|6|65|69,1.0,1
11|13|27|31|58|63,0.0,1
11|13|27|31|65|77,1.0,1
11|13|27|31|76|77,1.0,1
11|13|27|35|50|69,1.0,1
11|13|27|3|4|72,0.0,1
11|13|27|50|6|60,1.0,1
11|13|27|52|65|67,0.0,1
11|13|27|52|66|79,0.0,1
11|13|27|52|72|79,1.0,1
11|13|27|60|64|81,0.0,1
11|13|27|64|66|69,1.0,1
11|13|27|64|69|77,0.0,1
11|13|27|65|67|80,1.0,1
11|13|27|65|79|81,1.0,1
11|13|27|66|67|7,1.0,1
11|13|27|7|72|79,0.0,1
11|13|2|20|27|58,0.0,1
11|13|2|25|65|81,1.0,1
11|13|2|25|6|69,0.0,1
11|13|2|31|35|77,1.0,1
11|13|2|63|64|66,0.0,1
11|13|2|64|66|67,1.0,1
11|13|2|64|66|7,1.0,1
11|13|2|66|69|77,1.0,1
11|13|2|6|63|65,1.0,1
11|13|2|6|64|69,1.0,1
11|13|2|6|65|72,1.0,1
11|13|2|6|69|77,0.0,1
11|13|2|7|72|76,0.0,1
11|13|31|35|64|8,0.0,1
11|13|31|4|50|64,1.0,1
11|13|31|4|64|67,0.0,1
11|13|31|4|64|8,1.0,1
11|13|31|4|6|76,1.0,1
11|13|31|63|66|7,0.0,1
11|13|31|65|66|69,1.0,1
11|13|31|66|77|8,1.0,1
11|13|31|66|8|80,1.0,1
11|13|31|6|76|77,1.0,1
11|13|31|6|77|81,0.0,1
11|13|35|52|65|80,1.0,1
11|13|35|60|7|72,0.0,1
11|13|3|31|35|64,1.0,1
11|13|3|31|35|72,1.0,1
11|13|3|4|6|64,1.0,1
11|13|3|66|69|81,0.0,1
11|13|4|52|66|67,0.0,1
11|13|4|64|66|67,0.0,1
11|13|4|64|77|79,1.0,1
11|13|4|65|77|79,1.0,1
11|13|50|64|66|67,0.0,1
11|13|50|72|79|80,0.0,1
11|13|52|58|65|76,1.0,1
11|13|52|58|6|65,0.0,1
11|13|52|58|6|81,0.0,1
11|13|52|58|77|80,1.0,1
11|13|52|64|72|79,0.0,1
11|13|52|66|67|7,0.0,1
11|13|52|6|65|67,1.0,1
11|13|58|66|79|81,0.0,1
11|13|58|6|65|79,1.0,1
11|13|60|64|77|80,0.0,1
11|13|64|65|66|77,0.0,1
11|13|64|67|7|77,1.0,1
11|13|64|69|72|80,1.0,1
11|13|65|66|79|81,0.0,1
11|13|65|67|76|77,0.0,1
11|13|6|63|69|77,0.0,1
11|14|15|16|52|65,1.0,1
11|14|15|17|19|50,0.0,1
11|14|15|2|4|65,0.0,1
11|14|15|65|72|77,1.0,1
11|14|15|6|63|65,0.0,1
11|14|15|7|77|80,0.0,1
11|14|16|19|27|7,0.0,1
11|14|16|20|52|77,1.0,1
11|14|16|27|65|7,0.0,1
11|14|16|27|77|80,1.0,1
11|14|16|4|65|81,0.0,1
11|14|16|50|65|72,1.0,1
11|14|17|31|64|65,0.0,1
11|14|17|6|65|81,1.0,1
11|14|18|25|52|7,1.0,1
11|14|19|20|63|72,0.0,1
11|14|19|25|63|81,0.0,1
11|14|19|27|64|7,0.5,2
11|14|19|2|6|7,0.0,1
11|14|19|2|72|81,0.0,1
11|14|19|31|63|77,1.0,1
11|14|19|3|4|65,0.0,1
11|14|19|4|65|77,1.0,1
11|14|19|4|66|7,0.0,1
11|14|19|50|66|81,1.0,1
11|14|20|25|63|7,1.0,1
11|14|20|25|65|7,1.0,1
11|14|25|50|6|65,1.0,1
11|14|25|52|69|77,0.0,1
11|14|25|64|65|81,1.0,1
11|14|27|31|64|65,1.0,1
11|14|27|50|64|81,1.0,1
11|14|27|50|76|80,1.0,1
11|14|27|64|7|77,1.0,1
11|14|2|6|65|80,0.0,1
11|14|2|6|65|81,1.0,1
11|14|2|6|77|80,0.0,1
11|14|31|4|7|80,0.0,1
11|14|31|50|63|72,0.0,1
11|14|31|52|65|81,0.0,1
11|14|31|52|6|65,0.0,1
11|14|35|65|76|77,1.0,1
11|14|35|65|7|76,0.0,1
11|14|3|6|64|81,0.0,1
11|14|4|6|63|76,1.0,1
11|14|58|66|77|80,1.0,1
11|14|63|64|66|80,1.0,1
11|14|64|7|72|80,0.0,1
11|14|64|7|77|80,0.0,1
11|14|6|77|80|81,0.0,1
11|15|16|17|19|76,0.0,1
11|15|16|17|27|64,1.0,1
11|15|16|19|63|65,1.0,1
11|15|16|20|31|7,1.0,1
11|15|16|20|50|65,0.0,1
11|15|16|20|63|65,0.0,1
11|15|16|20|64|7,1.0,1
11|15|16|27|3|52,1.0,1
11|15|16|27|3|65,1.0,1
11|15|16|27|65|81,1.0,1
11|15|16|2|20|65,1.0,1
11|15|16|2|25|81,1.0,1
11|15|16|31|50|65,0.0,1
11|15|16|31|65|77,1.0,1
11|15|16|31|66|7,1.0,1
11|15|16|31|8|81,0.0,1
11|15|16|35|63|8,0.0,1
11|15|16|35|64|7,1.0,1
11|15|16|3|63|77,1.0,1
11|15|16|3|65|76,0.0,1
11|15|16|4|50|81,0.0,1
11|15|16|4|63|81,1.0,1
11|15|16|52|64|76,1.0,1
11|15|16|58|64|81,0.0,1
11|15|16|58|76|77,0.0,1
11|15|16|63|77|81,1.0,1
11|15|16|64|65|76,1.0,1
11|15|16|65|69|76,1.0,1
11|15|16|65|72|81,1.0,1
11|15|17|31|7|72,0.0,1
11|15|17|3|31|66,0.0,1
11|15|17|72|8|80,1.0,1
11|15|18|2|64|65,0.0,1
11|15|18|50|64|65,1.0,1
11|15|19|20|60|65,1.0,1
11|15|19|20|63|80,0.0,1
11|15|19|20|7|77,0.0,1
11|15|19|20|7|81,1.0,1
11|15|19|2|20|27,0.0,1
11|15|19|2|20|64,0.0,1
11|15|19|2|3|35,1.0,1
11|15|19|2|3|60,1.0,1
11|15|19|2|65|69,0.0,1
11|15|19|2|66|8,1.0,1
11|15|19|3|31|65,0.0,1
11|15|19|4|63|69,0.0,1
11|15|19|4|63|8,0.0,1
11|15|19|65|69|7,1.0,1
11|15|19|65|69|81,0.0,1
11|15|19|65|7|77,0.0,1
11|15|19|65|7|79,1.0,1
11|15|20|25|3|50,1.0,1
11|15|20|27|3|50,0.0,1
11|15|20|27|50|76,0.0,1
11|15|20|3|4|6,1.0,1
11|15|20|3|58|66,1.0,1
11|15|20|58|66|76,1.0,1
11|15|20|63|80|81,1.0,1
11|15|20|64|65|77,0.0,1
11|15|20|65|77|80,1.0,1
11|15|20|66|7|8,1.0,1
11|15|25|63|64|8,1.0,1
11|15|25|76|79|81,0.0,1
11|15|27|31|52|81,1.0,1
11|15|27|31|7|81,1.0,1
11|15|27|3|4|77,0.0,1
11|15|27|3|52|80,0.0,1
11|15|27|4|65|8,0.0,1
11|15|27|58|63|67,0.0,1
11|15|27|64|80|81,0.0,1
11|15|27|65|69|7,1.0,1
11|15|2|20|25|64,0.0,1
11|15|2|31|4|80,0.0,1
11|15|2|31|64|76,0.0,1
11|15|2|31|80|81,0.0,1
11|15|2|3|6|81,1.0,1
11|15|2|4|66|8,1.0,1
11|15|2|60|64|80,0.0,1
11|15|2|64|77|8,1.0,1
11|15|2|65|72|80,1.0,1
11|15|2|6|65|8,1.0,1
11|15|31|35|50|77,0.0,1
11|15|31|35|52|65,1.0,1
11|15|31|4|65|77,1.0,1
11|15|31|52|64|77,1.0,1
11|15|31|64|65|77,0.0,1
11|15|31|6|65|7,0.5,2
11|15|35|65|77|81,0.0,1
11|15|35|65|80|81,1.0,1
11|15|3|35|64|7,1.0,1
11|15|3|4|65|81,0.0,1
11|15|3|4|67|77,1.0,1
11|15|3|4|6|67,0.0,1
11|15|3|4|77|80,1.0,1
11|15|3|52|8|80,1.0,1
11|15|3|66|69|7,1.0,1
11|15|4|50|63|65,0.0,1
11|15|4|50|6|81,0.0,1
11|15|4|77|8|80,1.0,1
11|15|58|60|65|80,1.0,1
11|15|58|63|7|81,0.0,1
11|15|58|6|65|76,1.0,1
11|15|63|64|79|80,1.0,1
11|15|63|69|77|80,1.0,1
11|15|64|65|76|80,1.0,1
11|15|64|65|77|8,1.0,1
11|15|64|77|80|81,1.0,1
11|15|65|72|76|81,1.0,1
11|15|6|60|63|7,0.0,1
11|15|6|63|77|81,1.0,1
11|15|6|64|7|81,0.0,1
11|16|17|18|2|3,1.0,1
11|16|17|18|52|7,1.0,1
11|16|17|18|63|65,0.0,1
11|16|17|18|64|7,0.0,1
11|16|17|19|2|60,1.0,1
11|16|17|19|31|81,0.0,1
11|16|17|19|63|69,1.0,1
11|16|17|20|6|63,0.0,1
11|16|17|25|3|35,0.0,1
11|16|17|27|35|81,1.0,1
11|16|17|35|50|6,1.0,1
11|16|17|35|64|80,1.0,1
11|16|17|64|66|8,1.0,1
11|16|17|65|69|72,1.0,1
11|16|17|66|69|7,1.0,1
11|16|17|69|7|72,0.0,1
11|16|17|8|80|81,1.0,1
11|16|18|20|64|7,1.0,1
11|16|18|27|3|7,1.0,1
11|16|18|2|27|7,0.0,1
11|16|18|2|3|50,1.0,1
11|16|18|2|4|58,0.0,1
11|16|18|2|50|65,1.0,1
11|16|18|2|63|7,1.0,1
11|16|18|2|7|8,1.0,1
11|16|18|3|50|7,0.0,1
11|16|18|3|8|80,1.0,1
11|16|18|4|65|7,0.0,1
11|16|18|50|52|63,1.0,1
11|16|18|50|52|7,0.5,2
11|16|18|50|58|77,0.0,1
11|16|18|50|63|65,1.0,1
11|16|18|50|63|7,1.0,2
11|16|18|50|64|7,0.0,1
11|16|18|52|63|80,0.0,1
11|16|18|63|65|7,0.0,1
11|16|18|63|65|77,0.5,2
11|16|18|63|7|80,1.0,1
11|16|18|65|7|77,1.0,1
11|16|19|20|27|7,1.0,1
11|16|19|20|4|63,0.0,1
11|16|19|20|58|69,1.0,1
11|16|19|20|63|81,0.0,1
11|16|19|20|64|7,0.0,1
11|16|19|2|20|3,1.0,1
11|16|19|2|31|81,0.0,1
11|16|19|2|3|7,0.0,1
11|16|19|2|50|69,0.0,1
11|16|19|2|64|65,1.0,1
11|16|19|2|77|8,1.0,1
11|16|19|3|31|7,0.0,1
11|16|19|3|52|8,1.0,1
11|16|19|3|6|63,0.0,1
11|16|19|50|69|7,0.0,1
11|16|19|52|64|7,1.0,1
11|16|19|58|60|65,1.0,1
11|16|19|58|65|69,1.0,1
11|16|19|63|64|8,1.0,1
11|16|19|63|65|69,0.0,1
11|16|19|63|69|80,1.0,1
11|16|19|64|7|8,1.0,1
11|16|20|25|63|81,0.0,1
11|16|20|25|64|7,0.0,1
11|16|20|25|7|77,1.0,1
11|16|20|27|31|65,1.0,1
11|16|20|27|3|7,1.0,1
11|16|20|27|4|50,1.0,1
11|16|20|27|52|64,0.0,1
11|16|20|27|65|80,0.0,1
11|16|20|27|7|77,1.0,1
11|16|20|27|7|80,0.0,1
11|16|20|27|7|81,1.0,1
11|16|20|31|35|65,1.0,1
11|16|20|31|4|7,1.0,1
11|16|20|31|50|52,1.0,1
11|16|20|31|50|58,0.0,1
11|16|20|31|50|65,1.0,2
11|16|20|31|52|7,1.0,1
11|16|20|31|60|65,0.0,1
11|16|20|31|65|7,0.0,1
11|16|20|35|58|65,1.0,1
11|16|20|35|63|7,1.0,1
11|16|20|3|52|77,0.0,2
11|16|20|4|50|66,1.0,1
11|16|20|4|50|72,1.0,1
11|16|20|4|50|81,1.0,1
11|16|20|4|52|80,0.0,1
11|16|20|4|65|80,1.0,1
11|16|20|50|77|81,0.0,1
11|16|20|50|7|72,1.0,1
11|16|20|52|65|8,1.0,1
11|16|20|52|6|7,1.0,1
11|16|20|58|65|8,0.0,1
11|16|20|58|66|80,0.0,1
11|16|20|63|64|80,1.0,1
11|16|20|63|66|77,1.0,1
11|16|20|64|65|77,1.0,1
11|16|20|64|66|7,1.0,1
11|16|20|64|79|80,1.0,1
11|16|20|65|77|80,0.5,2
11|16|20|65|7|8,1.0,1
11|16|20|7|76|81,1.0,1
11|16|20|7|77|81,1.0,1
11|16|20|7|80|81,1.0,1
11|16|25|31|60|67,0.0,1
11|16|25|35|50|79,1.0,1
11|16|25|3|31|58,1.0,1
11|16|25|3|31|65,0.5,2
11|16|25|3|35|7,1.0,1
11|16|25|3|64|81,1.0,1
11|16|25|3|7|8,0.0,1
11|16|25|4|50|69,0.0,1
11|16|25|4|63|65,1.0,1
11|16|25|50|65|79,0.0,1
11|16|25|58|69|7,1.0,1
11|16|25|7|8|81,0.0,1
11|16|27|31|4|50,0.0,1
11|16|27|31|4|63,1.0,1
11|16|27|31|50|81,1.0,1
11|16|27|31|52|8,0.0,1
11|16|27|31|63|64,0.0,1
11|16|27|35|7|81,1.0,1
11|16|27|3|31|7,1.0,1
11|16|27|3|50|6,1.0,1
11|16|27|3|7|8,0.0,1
11|16|27|50|6|67,1.0,1
11|16|27|60|7|81,0.0,1
11|16|27|63|65|69,1.0,1
11|16|27|64|76|81,1.0,1
11|16|27|64|7|8,0.0,1
11|16|2|20|3|66,1.0,1
11|16|2|20|3|72,0.0,1
11|16|2|20|58|6,1.0,1
11|16|2|20|64|72,1.0,1
11|16|2|20|66|81,1.0,1
11|16|2|20|6|77,1.0,1
11|16|2|25|31|81,1.0,1
11|16|2|25|50|69,0.0,1
11|16|2|27|31|80,1.0,1
11|16|2|27|3|6,1.0,1
11|16|2|31|52|6,0.0,1
11|16|2|31|64|77,1.0,1
11|16|2|31|6|65,0.5,2
11|16|2|35|4|77,1.0,1
11|16|2|35|64|76,1.0,1
11|16|2|35|6|7,0.0,1
11|16|2|35|7|77,1.0,1
11|16|2|3|35|64,1.0,1
11|16|2|3|66|8,0.0,1
11|16|2|3|6|64,0.0,1
11|16|2|3|6|80,0.0,1
11|16|2|3|6|81,1.0,1
11|16|2|4|6|81,1.0,1
11|16|2|64|65|67,1.0,1
11|16|2|66|69|7,1.0,2
11|16|2|6|76|80,1.0,1
11|16|31|35|52|65,0.0,2
11|16|31|35|52|7,0.0,1
11|16|31|4|52|64,1.0,1
11|16|31|4|65|76,1.0,1
11|16|31|50|52|6,0.0,1
11|16|31|50|64|80,1.0,1
11|16|31|50|77|81,1.0,1
11|16|31|52|63|8,1.0,1
11|16|31|52|64|77,0.0,1
11|16|31|52|64|80,0.0,1
11|16|31|52|64|81,1.0,1
11|16|31|52|6|7,0.0,1
11|16|31|58|63|8,0.0,1
11|16|31|58|6|63,0.0,1
11|16|31|58|76|77,1.0,1
11|16|31|63|72|81,1.0,1
11|16|31|63|76|80,0.0,1
11|16|31|63|80|81,0.0,1
11|16|31|64|77|81,1.0,1
11|16|31|65|76|77,1.0,1
11|16|31|65|77|79,0.0,1
11|16|31|6|63|65,1.0,1
11|16|31|7|72|81,1.0,1
11|16|31|7|77|81,1.0,1
11|16|35|4|60|65,0.0,1
11|16|35|4|63|64,0.0,1
11|16|35|4|63|77,1.0,1
11|16|35|4|63|80,0.0,1
11|16|35|4|64|7,0.0,1
11|16|35|50|7|8,1.0,1
11|16|35|63|7|8,1.0,1
11|16|35|64|7|80,0.0,1
11|16|35|65|76|77,0.0,1
11|16|3|31|50|77,1.0,1
11|16|3|31|60|80,1.0,1
11|16|3|31|64|7,1.0,1
11|16|3|31|65|80,0.0,1
11|16|3|31|66|7,1.0,1
11|16|3|31|7|72,1.0,1
11|16|3|31|7|77,1.0,1
11|16|3|31|7|80,0.0,1
11|16|3|35|50|6,0.0,1
11|16|3|35|50|81,1.0,1
11|16|3|35|63|81,1.0,1
11|16|3|35|64|81,1.0,1
11|16|3|35|7|72,0.0,1
11|16|3|35|7|81,0.5,2
11|16|3|4|6|63,0.0,1
11|16|3|50|66|8,1.0,1
11|16|3|50|6|77,1.0,1
11|16|3|50|6|81,1.0,1
11|16|3|52|64|8,0.0,1
11|16|3|64|65|8,1.0,1
11|16|3|64|72|77,1.0,1
11|16|3|64|76|81,0.0,1
11|16|3|64|77|81,1.0,1
11|16|3|66|76|80,1.0,1
11|16|3|69|77|80,1.0,1
11|16|3|69|7|72,0.0,1
11|16|3|6|76|8,1.0,1
11|16|3|6|77|81,0.0,1
11|16|4|6|63|76,1.0,1
11|16|50|64|67|77,1.0,1
11|16|50|64|69|72,1.0,1
11|16|50|6|64|81,1.0,1
11|16|50|6|7|79,1.0,1
11|16|50|72|77|8,1.0,1
11|16|52|60|64|65,1.0,1
11|16|52|65|69|81,0.0,1
11|16|58|60|65|77,1.0,1
11|16|58|64|65|69,0.0,1
11|16|58|66|76|8,1.0,1
11|16|58|6|7|8,1.0,1
11|16|58|8|80|81,0.0,1
11|16|60|65|77|81,1.0,1
11|16|63|64|65|67,1.0,1
11|16|63|64|65|81,0.0,1
11|16|63|65|66|67,1.0,1
11|16|64|65|8|81,1.0,1
11|16|64|69|77|79,1.0,1
11|16|64|69|7|72,0.0,1
11|16|6|63|7|8,0.0,1
11|16|7|72|76|77,1.0,1
11|17|18|19|7|8,1.0,1
11|17|18|27|4|7,1.0,1
11|17|18|27|64|7,0.0,1
11|17|18|2|6|65,0.0,1
11|17|18|3|7|72,1.0,1
11|17|18|64|7|77,0.0,1
11|17|18|65|77|80,1.0,1
11|17|19|20|31|64,0.0,1
11|17|19|25|65|67,0.0,1
11|17|19|2|31|60,1.0,1
11|17|19|50|65|76,1.0,1
11|17|19|60|64|76,0.0,1
11|17|19|63|66|81,1.0,1
11|17|19|64|65|67,0.0,1
11|17|20|25|31|77,1.0,1
11|17|20|25|60|72,0.0,1
11|17|20|4|52|72,0.0,1
11|17|20|4|6|77,1.0,1
11|17|20|6|64|77,0.0,1
11|17|20|6|7|8,0.0,1
11|17|25|4|7|79,0.0,1
11|17|25|67|7|80,0.0,1
11|17|25|6|60|65,1.0,1
11|17|27|31|64|77,0.0,1
11|17|27|35|64|8,1.0,1
11|17|27|4|52|79,0.0,1
11|17|27|4|66|69,1.0,1
11|17|27|60|64|80,1.0,1
11|17|27|63|64|79,0.0,1
11|17|27|6|63|64,1.0,1
11|17|2|25|31|60,1.0,1
11|17|2|27|64|65,1.0,1
11|17|2|6|65|77,1.0,1
11|17|31|50|60|77,0.0,1
11|17|31|50|66|76,0.0,1
11|17|31|58|64|81,1.0,1
11|17|31|65|67|7,0.0,1
11|17|35|50|63|81,0.0,1
11|17|35|65|66|79,1.0,1
11|17|35|69|7|77,1.0,1
11|17|3|4|66|67,0.0,1
11|17|3|64|66|69,0.0,1
11|17|3|66|7|81,0.0,1
11|17|50|64|66|67,1.0,1
11|17|50|64|72|80,0.0,1
11|17|50|66|79|80,0.0,1
11|17|50|6|60|76,0.0,1
11|17|50|6|64|7,0.0,1
11|17|52|58|6|65,1.0,1
11|17|58|64|80|81,1.0,1
11|17|64|65|66|79,1.0,1
11|17|64|65|67|76,0.0,1
11|17|65|67|72|80,0.0,1
11|17|65|72|77|79,1.0,1
11|17|6|60|65|77,1.0,1
11|17|6|64|65|81,1.0,1
11|17|7|72|77|79,0.0,1
11|18|19|20|63|7,0.0,1
11|18|19|2|50|81,0.0,1
11|18|19|3|58|63,0.0,1
11|18|19|3|58|7,1.0,1
11|18|19|3|63|65,0.0,1
11|18|20|50|65|7,0.0,1
11|18|20|63|65|7,0.0,1
11|18|20|63|65|80,0.0,1
11|18|20|65|80|81,0.0,1
11|18|27|4|50|63,1.0,1
11|18|27|50|60|81,1.0,1
11|18|27|63|64|7,0.0,1
11|18|27|63|65|80,1.0,1
11|18|27|63|7|77,0.0,2
11|18|27|7|8|81,1.0,1
11|18|2|65|76|81,0.0,1
11|18|2|65|77|81,0.0,1
11|18|2|66|7|76,0.0,1
11|18|2|66|7|8,0.0,1
11|18|2|6|63|65,1.0,1
11|18|2|6|65|7,1.0,1
11|18|2|7|72|80,0.0,1
11|18|31|50|52|63,1.0,1
11|18|31|50|65|7,1.0,2
11|18|31|58|64|65,1.0,1
11|18|31|63|65|7,1.0,1
11|18|35|50|64|7,1.0,1
11|18|3|50|52|81,1.0,1
11|18|3|50|64|65,1.0,1
11|18|3|50|66|7,1.0,1
11|18|3|50|7|80,1.0,1
11|18|3|52|58|63,1.0,1
11|18|3|52|65|81,0.0,1
11|18|3|58|63|81,1.0,1
11|18|3|63|65|66,1.0,1
11|18|3|63|72|81,0.0,1
11|18|3|64|65|7,1.0,2
11|18|3|65|7|72,1.0,1
11|18|4|50|58|80,1.0,1
11|18|4|58|7|77,0.0,1
11|18|4|63|65|77,1.0,1
11|18|4|65|7|77,1.0,2
11|18|4|65|7|8,1.0,1
11|18|50|64|7|77,1.0,1
11|18|50|6|63|7,0.0,1
11|18|50|6|65|7,1.0,1
11|18|50|7|77|81,1.0,1
11|18|52|58|7|8,0.0,1
11|18|52|63|64|80,1.0,1
11|18|52|65|76|80,0.0,1
11|18|52|65|80|81,1.0,1
11|18|52|7|77|80,0.5,2
11|18|58|65|76|81,0.0,1
11|18|60|65|66|7,1.0,1
11|18|63|64|7|81,1.0,1
11|18|64|65|7|80,1.0,2
11|18|64|65|8|81,0.0,1
11|18|65|7|76|80,1.0,1
11|18|65|7|77|80,0.0,1
11|19|20|31|63|77,0.0,1
11|19|20|31|65|81,1.0,1
11|19|20|31|7|81,1.0,1
11|19|20|35|7|81,1.0,1
11|19|20|3|35|7,0.0,1
11|19|20|3|4|64,0.0,1
11|19|20|52|65|77,0.0,1
11|19|20|63|65|67,0.0,1
11|19|20|63|65|69,1.0,1
11|19|20|63|66|7,1.0,1
11|19|20|65|8|80,1.0,1
11|19|20|69|7|72,1.0,1
11|19|20|7|8|80,0.0,1
11|19|25|4|60|63,1.0,1
11|19|25|65|67|7,1.0,1
11|19|27|3|8|81,0.0,1
11|19|27|50|60|80,0.0,1
11|19|27|50|63|79,0.0,1
11|19|27|52|63|79,0.0,1
11|19|27|60|65|81,0.0,2
11|19|27|63|69|81,0.0,1
11|19|27|69|7|77,0.0,1
11|19|2|20|31|77,0.0,1
11|19|2|20|31|81,1.0,1
11|19|2|25|52|7,1.0,1
11|19|2|31|64|65,1.0,1
11|19|2|50|6|65,0.0,1
11|19|2|50|6|7,1.0,1
11|19|2|58|67|80,0.0,1
11|19|2|63|64|79,1.0,1
11|19|2|63|77|79,0.0,1
11|19|2|63|79|80,1.0,1
11|19|2|64|69|81,0.5,2
11|19|2|65|76|79,1.0,1
11|19|2|6|69|7,0.0,1
11|19|2|7|79|80,1.0,1
11|19|31|35|69|7,0.0,1
11|19|31|50|77|8,1.0,1
11|19|31|58|63|7,1.0,1
11|19|31|60|65|7,1.0,1
11|19|31|7|77|8,1.0,1
11|19|35|50|63|80,1.0,1
11|19|35|50|65|81,1.0,1
11|19|35|65|69|76,0.0,1
11|19|3|4|76|80,0.0,1
11|19|3|4|7|79,1.0,1
11|19|3|50|52|72,0.0,1
11|19|3|50|69|77,0.0,1
11|19|3|52|63|64,0.0,1
11|19|3|65|69|76,0.0,1
11|19|3|65|76|79,1.0,1
11|19|3|69|7|77,0.0,1
11|19|4|50|65|79,0.0,1
11|19|4|64|65|79,0.0,1
11|19|4|65|67|7,1.0,1
11|19|50|64|65|67,0.0,1
11|19|50|6|65|69,1.0,1
11|19|52|63|67|81,0.0,1
11|19|52|63|79|80,0.0,1
11|19|52|65|76|79,1.0,1
11|19|52|65|79|80,1.0,1
11|19|52|69|77|80,1.0,1
11|19|52|6|69|7,0.0,1
11|19|58|64|65|79,1.0,1
11|19|58|65|67|81,1.0,1
11|19|58|65|80|81,1.0,1
11|19|58|69|77|80,1.0,1
11|19|63|65|67|81,0.0,1
11|19|63|7|76|81,0.0,1
11|19|64|65|69|77,1.0,1
11|19|65|67|7|72,1.0,1
11|19|65|69|80|81,0.0,1
11|19|66|69|7|80,0.0,1
11|19|67|7|72|81,0.0,1
11|19|69|7|77|80,1.0,1
11|19|6|63|7|8,0.0,1
11|20|25|27|65|7,0.0,1
11|20|25|31|50|77,0.0,1
11|20|25|3|6|7,1.0,2
11|20|25|64|65|8,1.0,1
11|20|25|65|67|7,0.0,1
11|20|25|65|7|76,1.0,1
11|20|27|31|63|77,0.0,1
11|20|27|31|65|80,1.0,1
11|20|27|35|50|64,0.0,1
11|20|27|35|63|80,1.0,1
11|20|27|4|65|79,0.0,1
11|20|27|52|58|8,0.0,1
11|20|31|4|52|80,0.0,1
11|20|31|4|80|81,0.0,1
11|20|31|50|64|77,1.0,1
11|20|31|50|77|81,1.0,1
11|20|31|52|77|81,1.0,1
