hero,pickrate
1,0.119827
10,0.216069
11,0.118578
12,0.10222
13,0.224281
14,0.069899
15,0.141768
16,0.302654
17,0.075811
18,0.241098
19,0.185784
2,0.14755
20,0.248982
25,0.117199
27,0.135199
3,0.15898
31,0.274208
35,0.148535
4,0.122914
50,0.148535
52,0.11917
58,0.063592
6,0.152937
60,0.07903
63,0.142688
64,0.252726
65,0.261661
66,0.120746
67,0.113586
69,0.156747
7,0.253712
72,0.092629
76,0.087965
77,0.209171
79,0.154119
8,0.112863
80,0.156747
81,0.16982
