hero,winrate
1,0.456689
10,0.474612
11,0.541274
12,0.496787
13,0.506444
14,0.456767
15,0.451344
16,0.543955
17,0.463605
18,0.525341
19,0.459335
2,0.523152
20,0.544063
25,0.492152
27,0.48105
3,0.50124
31,0.492094
35,0.515701
4,0.508819
50,0.509951
52,0.409041
58,0.515496
6,0.496993
60,0.458022
63,0.468232
64,0.512607
65,0.505147
66,0.507617
67,0.500289
69,0.49078
7,0.525117
72,0.465248
76,0.489171
77,0.504397
79,0.431373
8,0.554715
80,0.507544
81,0.534623
