hero_a,hero_b,synergy_score,games
20,25,0.142857,7
20,27,0.333333,6
20,3,0.666667,6
20,31,0.444444,9
20,35,0.636364,11
20,4,0.857143,14
20,50,0.444444,9
20,52,0.833333,6
20,58,0.5,6
20,6,0.555556,9
20,60,0.25,4
20,63,0.384615,13
20,64,0.428571,14
20,65,0.357143,14
20,66,0.9,10
20,67,0.714286,14
20,69,0.666667,9
20,7,0.769231,13
20,72,0.454545,11
20,76,0.538462,13
20,77,0.181818,11
20,79,0.533333,15
20,8,0.75,4
20,80,0.7,10
20,81,0.538462,13
25,27,0.666667,3
25,3,0.5,6
25,31,0.25,4
25,35,0.0,4
25,4,1.0,2
25,50,0.75,4
25,52,0.5,2
25,58,0.0,1
25,6,1.0,1
25,60,0.5,4
25,63,0.142857,7
25,64,0.5,6
25,65,0.375,8
25,67,0.583333,12
25,69,0.625,8
25,7,0.333333,6
25,72,0.0,1
25,76,0.571429,7
25,77,0.0,2
25,79,0.266667,15
25,8,1.0,3
25,80,0.5,6
25,81,0.625,8
27,3,0.4,5
27,31,0.5,2
27,35,0.333333,9
27,4,0.666667,3
27,50,0.25,4
27,52,0.0,1
27,58,0.5,2
27,6,0.5,2
27,60,0.5,2
27,63,0.5,2
27,64,0.142857,7
27,65,0.285714,7
27,66,1.0,1
27,67,0.375,8
27,69,0.454545,11
27,7,0.6,5
27,72,0.0,1
27,76,0.5,8
27,77,0.25,4
27,79,0.5,12
27,8,0.666667,3
27,80,0.0,1
27,81,0.714286,7
3,31,0.5,8
3,35,0.5,4
3,4,0.666667,3
3,50,0.0,1
3,52,0.25,4
3,58,0.4,5
3,6,0.5,4
3,60,0.5,4
3,63,0.6,5
3,64,0.5,6
3,65,0.615385,13
3,66,0.25,4
3,67,0.444444,9
3,69,0.571429,7
3,7,0.5,2
3,72,0.4,5
3,76,0.25,12
3,77,0.833333,6
3,79,0.4,10
3,8,0.625,8
3,80,0.333333,3
3,81,0.5,4
31,35,0.6,5
31,4,0.454545,11
31,50,0.333333,6
31,52,0.0,4
31,58,0.333333,6
31,6,0.2,5
31,60,0.0,2
31,63,0.666667,6
31,64,0.461538,13
31,65,0.5,12
31,66,0.6,5
31,67,0.545455,11
31,69,0.454545,11
31,7,0.75,8
31,72,0.25,4
31,76,0.307692,13
31,77,0.7,10
31,79,0.454545,11
31,8,0.5,2
31,80,0.666667,6
31,81,0.272727,11
35,4,0.666667,9
35,50,0.6,5
35,52,0.25,4
35,58,0.5,6
35,6,0.5,2
35,60,0.5,2
35,63,0.2,10
35,64,0.285714,7
35,65,0.636364,11
35,66,1.0,1
35,67,0.285714,7
35,69,0.444444,9
35,7,0.6875,16
35,72,0.666667,3
35,76,0.777778,9
35,77,0.307692,13
35,79,0.461538,13
35,8,0.625,8
35,80,0.4,5
35,81,0.5,8
4,50,0.714286,7
4,52,0.166667,6
4,58,1.0,1
4,6,0.5,4
4,60,0.166667,6
4,63,0.8,5
4,64,0.666667,12
4,65,0.75,8
4,66,1.0,5
4,67,0.727273,11
4,69,0.636364,11
4,7,0.714286,14
4,72,0.333333,3
4,76,0.777778,9
4,77,0.666667,6
4,79,0.5,8
4,8,0.666667,9
4,80,0.857143,7
4,81,0.5,8
50,52,1.0,1
50,58,0.333333,3
50,6,0.5,4
50,60,0.5,2
50,63,0.333333,3
50,64,0.75,4
50,65,0.2,5
50,66,0.4,5
50,67,0.5,8
50,69,1.0,4
50,7,0.8,5
50,72,0.5,4
50,76,0.4,5
50,77,1.0,1
50,79,0.571429,7
50,8,1.0,1
50,80,0.0,2
50,81,0.333333,6
52,58,1.0,2
52,6,0.333333,6
52,60,0.0,3
52,63,0.25,4
52,64,0.333333,3
52,65,0.0,3
52,66,1.0,2
52,67,0.5,6
52,69,1.0,2
52,72,0.666667,3
52,76,0.428571,7
52,77,0.333333,3
52,79,0.375,8
52,8,0.833333,6
52,80,0.666667,3
52,81,0.4,5
58,6,0.5,2
58,60,0.0,1
58,63,0.75,4
58,64,0.0,3
58,65,1.0,2
58,66,0.4,5
58,67,0.25,4
58,69,0.333333,9
58,7,0.0,1
58,72,0.285714,7
58,76,0.153846,13
58,77,0.285714,7
58,79,0.555556,9
58,8,0.0,1
58,80,1.0,1
58,81,0.25,4
6,60,0.333333,3
6,63,0.333333,12
6,64,0.25,4
6,65,0.25,12
6,66,1.0,2
6,67,0.545455,11
6,69,0.625,8
6,7,0.4,5
6,72,1.0,1
6,76,0.384615,13
6,77,0.333333,3
6,79,0.5,10
6,8,0.8,5
6,80,0.375,8
6,81,0.0,4
60,63,0.5,6
60,64,0.2,5
60,65,0.2,5
60,66,0.5,2
60,67,0.333333,3
60,69,0.5,2
60,7,0.0,1
60,72,0.375,8
60,76,0.333333,3
60,77,0.25,4
60,79,0.333333,6
60,8,0.0,2
60,80,0.5,2
60,81,0.333333,3
63,64,0.3,10
63,65,0.5,16
63,66,0.75,16
63,67,0.428571,14
63,69,0.6,10
63,7,0.583333,12
63,72,0.714286,7
63,76,0.538462,13
63,77,0.375,8
63,79,0.555556,18
63,8,0.666667,3
63,80,0.428571,14
63,81,0.571429,7
64,65,0.538462,13
64,66,0.444444,9
64,67,0.642857,14
64,69,0.444444,18
64,7,0.4,15
64,72,0.0,4
64,76,0.538462,13
64,77,0.5,8
64,79,0.25,12
64,8,0.333333,9
64,80,0.666667,6
64,81,0.25,8
65,66,0.615385,13
65,67,0.481481,27
65,69,0.52381,21
65,7,0.636364,11
65,72,0.5,8
65,76,0.466667,15
65,77,0.571429,14
65,79,0.541667,24
65,8,0.5,8
65,80,0.8,10
65,81,0.5,6
66,67,0.666667,18
66,69,0.416667,12
66,7,0.428571,7
66,72,0.571429,7
66,76,0.6875,16
66,77,0.5,4
66,79,0.772727,22
66,8,0.5,6
66,80,0.333333,6
66,81,0.333333,6
67,69,0.428571,7
67,7,0.6875,16
67,72,0.461538,13
67,76,0.631579,19
67,77,0.461538,13
67,79,0.571429,7
67,8,0.3,10
67,80,0.571429,7
67,81,0.428571,7
69,7,0.5,14
69,72,0.4,15
69,76,0.428571,14
69,77,0.428571,14
69,79,0.4,10
69,8,0.5,4
69,80,0.4375,16
69,81,0.5,10
7,72,0.363636,11
7,76,0.583333,12
7,77,0.5,10
7,79,0.444444,18
7,8,0.666667,6
7,80,0.4,10
7,81,0.285714,7
72,76,0.545455,11
72,77,0.444444,9
72,79,0.409091,22
72,8,0.666667,3
72,80,0.5,2
72,81,0.25,4
76,77,0.25,12
76,79,0.555556,27
76,8,0.818182,11
76,80,0.416667,12
76,81,0.25,12
77,79,0.5,14
77,8,0.333333,6
77,80,0.4375,16
77,81,0.5,4
79,8,0.666667,6
79,80,0.526316,19
79,81,0.444444,9
8,80,0.5,8
8,81,0.4,5
80,81,0.666667,6
