match_id,team_a_strength_score,team_b_strength_score
63641209,14.0,14.0
63641511,14.0,14.0
63643376,14.0,14.0
63643992,14.0,14.0
63644481,14.0,14.0
63644542,14.0,14.0
63646695,14.0,14.0
63646788,14.0,14.0
63646792,14.0,14.0
63647104,14.0,14.0
63647527,14.0,14.0
63647595,14.0,14.0
63648094,14.0,14.0
63648358,14.0,14.0
63650007,14.0,14.0
63650772,14.0,14.0
63651979,14.0,14.0
63653931,14.0,14.0
63654025,14.0,14.0
63654169,14.0,14.0
63654731,14.0,14.0
63654913,14.0,14.0
63655275,14.0,14.0
63655763,14.0,14.0
63657298,14.0,14.0
63657815,14.0,14.0
63657843,14.0,14.0
63658419,14.0,14.0
63658793,14.0,14.0
63660203,14.0,14.0
63660584,14.0,14.0
63661703,14.0,14.0
63663596,14.0,14.0
63664374,14.0,14.0
63664464,14.0,14.0
63665190,14.0,14.0
63665415,14.0,14.0
63666080,14.0,14.0
63667174,14.0,14.0
63668619,14.0,14.0
63669280,14.0,14.0
63669314,14.0,14.0
63669646,14.0,14.0
63670193,14.0,14.0
63670429,14.0,14.0
63670768,14.0,14.0
63671853,14.0,14.0
63674004,14.0,14.0
63674899,14.0,14.0
63675182,14.0,14.0
63675867,14.0,14.0
63676345,14.0,14.0
63676981,14.0,14.0
63677455,14.0,14.0
63677850,14.0,14.0
63678458,14.0,14.0
63679027,14.0,14.0
63680482,14.0,14.0
63680740,14.0,14.0
63680796,14.0,14.0
63682272,14.0,14.0
63683469,14.0,14.0
63684767,14.0,14.0
63685706,14.0,14.0
63686062,14.0,14.0
63686088,14.0,14.0
63686773,14.0,14.0
63686777,14.0,14.0
63687545,14.0,14.0
63688098,14.0,14.0
63689545,14.0,14.0
63689839,14.0,14.0
63690448,14.0,14.0
63690554,14.0,14.0
63691013,14.0,14.0
63691695,14.0,14.0
63693269,14.0,14.0
63694167,14.0,14.0
63694556,14.0,14.0
63695070,14.0,14.0
63695204,14.0,14.0
63695391,14.0,14.0
63696294,14.0,14.0
63696884,14.0,14.0
63697084,14.0,14.0
63697885,14.0,14.0
63698145,14.0,14.0
63700916,14.0,14.0
63701090,14.0,14.0
63701987,14.0,14.0
63703090,14.0,14.0
63703093,14.0,14.0
63703748,14.0,14.0
63704384,14.0,14.0
63706391,14.0,14.0
63706816,14.0,14.0
63706967,14.0,14.0
63707077,14.0,14.0
63708938,14.0,14.0
63709505,14.0,14.0
63710925,14.0,14.0
63711730,14.0,14.0
63711956,14.0,14.0
63713466,14.0,14.0
63713469,14.0,14.0
63713848,14.0,14.0
63714542,14.0,14.0
63715509,14.0,14.0
63716611,14.0,14.0
63716924,14.0,14.0
63717815,14.0,14.0
63719039,14.0,14.0
63719178,14.0,14.0
63719705,14.0,14.0
63721159,14.0,14.0
63721434,14.0,14.0
63724102,14.0,14.0
63725078,14.0,14.0
63726533,14.0,14.0
63727125,14.0,14.0
63727906,14.0,14.0
63727953,14.0,14.0
63728425,14.0,14.0
63729119,14.0,14.0
63729351,14.0,14.0
63730511,14.0,14.0
63731209,14.0,14.0
63731642,14.0,14.0
63733858,14.0,14.0
63735012,14.0,14.0
63736068,14.0,14.0
63736222,14.0,14.0
63736810,14.0,14.0
63737554,14.0,14.0
63737875,14.0,14.0
63738804,14.0,14.0
63739417,14.0,14.0
63740393,14.0,14.0
63740754,14.0,14.0
63741700,14.0,14.0
63742156,14.0,14.0
63742657,14.0,14.0
63744370,14.0,14.0
63744485,14.0,14.0
63745045,14.0,14.0
63745951,14.0,14.0
63746226,14.0,14.0
63748357,14.0,14.0
63748906,14.0,14.0
63749905,14.0,14.0
63750053,14.0,14.0
63751890,14.0,14.0
63752057,14.0,14.0
63753318,14.0,14.0
63754536,14.0,14.0
63754709,14.0,14.0
63755320,14.0,14.0
63756379,14.0,14.0
63759046,14.0,14.0
63759200,14.0,14.0
63759993,14.0,14.0
63760006,14.0,14.0
63760142,14.0,14.0
63761258,14.0,14.0
63763334,14.0,14.0
63763468,14.0,14.0
63763826,14.0,14.0
63764516,14.0,14.0
63764834,14.0,14.0
63765240,14.0,14.0
63768841,14.0,14.0
63768990,14.0,14.0
63769851,14.0,14.0
63770186,14.0,14.0
63770299,14.0,14.0
63770785,14.0,14.0
63771209,14.0,14.0
63772087,14.0,14.0
63772531,14.0,14.0
63773176,14.0,14.0
63774450,14.0,14.0
63775319,14.0,14.0
63776085,14.0,14.0
63777009,14.0,14.0
63777599,14.0,14.0
63778502,14.0,14.0
63779586,14.0,14.0
63779805,14.0,14.0
63780642,14.0,14.0
63781116,14.0,14.0
63781777,14.0,14.0
63783244,14.0,14.0
63783552,14.0,14.0
63784524,14.0,14.0
63785141,14.0,14.0
63785798,14.0,14.0
63786290,14.0,14.0
63786689,14.0,14.0
63786985,14.0,14.0
63787123,14.0,14.0
63787426,14.0,14.0
63788562,14.0,14.0
63789119,14.0,14.0
63790073,14.0,14.0
63790077,14.0,14.0
63790190,14.0,14.0
63790204,14.0,14.0
63791426,14.0,14.0
63791539,14.0,14.0
63791913,14.0,14.0
63792818,14.0,14.0
63793660,14.0,14.0
63794373,14.0,14.0
63795144,14.0,14.0
63795585,14.0,14.0
63797537,14.0,14.0
63797825,14.0,14.0
63799052,14.0,14.0
63799214,14.0,14.0
63800047,14.0,14.0
63801060,14.0,14.0
63802223,14.0,14.0
63802657,14.0,14.0
63803192,14.0,14.0
63803276,14.0,14.0
63803394,14.0,14.0
63804986,14.0,14.0
63805092,14.0,14.0
63805545,14.0,14.0
63805663,14.0,14.0
63806529,14.0,14.0
63806950,14.0,14.0
63806952,14.0,14.0
63808034,14.0,14.0
63808938,14.0,14.0
63810239,14.0,14.0
63810462,14.0,14.0
63810724,14.0,14.0
63810868,14.0,14.0
63811658,14.0,14.0
63811902,14.0,14.0
63812495,14.0,14.0
63813624,14.0,14.0
63813727,14.0,14.0
63814359,14.0,14.0
63814866,14.0,14.0
63815173,14.0,14.0
63816174,14.0,14.0
63816285,14.0,14.0
63816318,14.0,14.0
63816564,14.0,14.0
63816811,14.0,14.0
63819145,14.0,14.0
63819265,14.0,14.0
63819499,14.0,14.0
63820326,14.0,14.0
63820394,14.0,14.0
63821284,14.0,14.0
63822152,14.0,14.0
63822505,14.0,14.0
63822639,14.0,14.0
63823565,14.0,14.0
63824730,14.0,14.0
63825043,14.0,14.0
63826069,14.0,14.0
63826503,14.0,14.0
63826567,14.0,14.0
63826989,14.0,14.0
63828050,14.0,14.0
63829233,14.0,14.0
63829559,14.0,14.0
63830571,14.0,14.0
63831029,14.0,14.0
63831300,14.0,14.0
63832135,14.0,14.0
63832648,14.0,14.0
63833423,14.0,14.0
63833740,14.0,14.0
63834886,14.0,14.0
63835411,14.0,14.0
63835674,14.0,14.0
63835907,14.0,14.0
63836152,14.0,14.0
63836401,14.0,14.0
63836632,14.0,14.0
63836774,14.0,14.0
63837165,14.0,14.0
63838015,14.0,14.0
63838500,14.0,14.0
63839091,14.0,14.0
63839216,14.0,14.0
63839856,14.0,14.0
63840702,14.0,14.0
63840940,14.0,14.0
63841693,14.0,14.0
63842027,14.0,14.0
63843209,14.0,14.0
63843356,14.0,14.0
63843943,14.0,14.0
63844271,14.0,14.0
63844488,14.0,14.0
63845627,14.0,14.0
63846217,14.0,14.0
63846868,14.0,14.0
63848393,14.0,14.0
63849127,14.0,14.0
63850150,14.0,14.0
63850311,14.0,14.0
63850981,14.0,14.0
63851021,14.0,14.0
63851086,14.0,14.0
63851465,14.0,14.0
63851779,14.0,14.0
63851786,14.0,14.0
63851883,14.0,14.0
63852704,14.0,14.0
63852986,14.0,14.0
63854231,14.0,14.0
63854321,14.0,14.0
63855366,14.0,14.0
63856672,14.0,14.0
63856831,14.0,14.0
63857128,14.0,14.0
63858316,14.0,14.0
63858394,14.0,14.0
63860823,14.0,14.0
63860856,14.0,14.0
63861382,14.0,14.0
63862194,14.0,14.0
63862265,14.0,14.0
63862906,14.0,14.0
63863437,14.0,14.0
63863605,14.0,14.0
63864241,14.0,14.0
63864357,14.0,14.0
63864556,14.0,14.0
63865330,14.0,14.0
63865423,14.0,14.0
63865933,14.0,14.0
63866420,14.0,14.0
63867493,14.0,14.0
63869099,14.0,14.0
63869824,14.0,14.0
63870663,14.0,14.0
63871032,14.0,14.0
63871254,14.0,14.0
63872715,14.0,14.0
63873344,14.0,14.0
63873441,14.0,14.0
63873836,14.0,14.0
63874150,14.0,14.0
63875182,14.0,14.0
63875670,14.0,14.0
63877635,14.0,14.0
63877739,14.0,14.0
63878141,14.0,14.0
63878328,14.0,14.0
63880130,14.0,14.0
63880382,14.0,14.0
63880493,14.0,14.0
63881006,14.0,14.0
63882597,14.0,14.0
63883671,14.0,14.0
63883973,14.0,14.0
63884599,14.0,14.0
63886232,14.0,14.0
63886854,14.0,14.0
63887244,14.0,14.0
63887598,14.0,14.0
63888397,14.0,14.0
63888646,14.0,14.0
63888647,14.0,14.0
63889521,14.0,14.0
63890421,14.0,14.0
63890570,14.0,14.0
63891864,14.0,14.0
63892880,14.0,14.0
63893117,14.0,14.0
63893543,14.0,14.0
63894184,14.0,14.0
63894994,14.0,14.0
63896034,14.0,14.0
63896283,14.0,14.0
63897592,14.0,14.0
63897775,14.0,14.0
63898137,14.0,14.0
63898352,14.0,14.0
63899227,14.0,14.0
63900346,14.0,14.0
63901189,14.0,14.0
63901230,14.0,14.0
63902333,14.0,14.0
63902397,14.0,14.0
63902853,14.0,14.0
63904015,14.0,14.0
63904924,14.0,14.0
63905104,14.0,14.0
63905399,14.0,14.0
63906104,14.0,14.0
63907470,14.0,14.0
63907884,14.0,14.0
63907938,14.0,14.0
63908070,14.0,14.0
63908804,14.0,14.0
63908907,14.0,14.0
63908963,14.0,14.0
63909552,14.0,14.0
63910161,14.0,14.0
63910610,14.0,14.0
63911343,14.0,14.0
63911475,14.0,14.0
63912119,14.0,14.0
63912304,14.0,14.0
63912459,14.0,14.0
63914633,14.0,14.0
63914758,14.0,14.0
63915208,14.0,14.0
63916993,14.0,14.0
63917398,14.0,14.0
63918195,14.0,14.0
63919223,14.0,14.0
63919776,14.0,14.0
63920942,14.0,14.0
63921962,14.0,14.0
63922330,14.0,14.0
63922853,14.0,14.0
63923292,14.0,14.0
63923524,14.0,14.0
63923590,14.0,14.0
63924555,14.0,14.0
63924831,14.0,14.0
63925937,14.0,14.0
63926118,14.0,14.0
63926744,14.0,14.0
63928597,14.0,14.0
63928898,14.0,14.0
63929486,14.0,14.0
63930871,14.0,14.0
63930969,14.0,14.0
63932241,14.0,14.0
63932458,14.0,14.0
63933289,14.0,14.0
63933326,14.0,14.0
63933524,14.0,14.0
63933684,14.0,14.0
63934199,14.0,14.0
63934733,14.0,14.0
63935706,14.0,14.0
63936046,14.0,14.0
63936443,14.0,14.0
63936738,14.0,14.0
63937933,14.0,14.0
63938461,14.0,14.0
63939901,14.0,14.0
63940108,14.0,14.0
63940464,14.0,14.0
63940467,14.0,14.0
63942416,14.0,14.0
63942490,14.0,14.0
63943582,14.0,14.0
63943857,14.0,14.0
63944590,14.0,14.0
63944717,14.0,14.0
63944917,14.0,14.0
63944964,14.0,14.0
63945354,14.0,14.0
63946011,14.0,14.0
63947394,14.0,14.0
63947598,14.0,14.0
63947883,14.0,14.0
63948433,14.0,14.0
63948820,14.0,14.0
63949218,14.0,14.0
63949446,14.0,14.0
63950283,14.0,14.0
63950689,14.0,14.0
63951168,14.0,14.0
63951452,14.0,14.0
63951717,14.0,14.0
63952186,14.0,14.0
63952540,14.0,14.0
63953405,14.0,14.0
63953806,14.0,14.0
63953895,14.0,14.0
63954931,14.0,14.0
63955145,14.0,14.0
63955941,14.0,14.0
63956207,14.0,14.0
63957592,14.0,14.0
63957840,14.0,14.0
63958609,14.0,14.0
63959744,14.0,14.0
63959826,14.0,14.0
63959922,14.0,14.0
63960675,14.0,14.0
63960936,14.0,14.0
63962249,14.0,14.0
63962252,14.0,14.0
63962585,14.0,14.0
63963388,14.0,14.0
63964359,14.0,14.0
63965244,14.0,14.0
63965372,14.0,14.0
63965416,14.0,14.0
63966694,14.0,14.0
63967226,14.0,14.0
63967371,14.0,14.0
63968005,14.0,14.0
63968548,14.0,14.0
63969514,14.0,14.0
63969906,14.0,14.0
63970583,14.0,14.0
63971140,14.0,14.0
63971440,14.0,14.0
63971688,14.0,14.0
63971771,14.0,14.0
63972459,14.0,14.0
63972911,14.0,14.0
63974713,14.0,14.0
63974742,14.0,14.0
63975178,14.0,14.0
63975604,14.0,14.0
63977195,14.0,14.0
63977196,14.0,14.0
63978185,14.0,14.0
63978255,14.0,14.0
63978994,14.0,14.0
63979136,14.0,14.0
63979842,14.0,14.0
63979868,14.0,14.0
63980625,14.0,14.0
63980644,14.0,14.0
63982607,14.0,14.0
63982827,14.0,14.0
63983976,14.0,14.0
63984034,14.0,14.0
63984741,14.0,14.0
63985481,14.0,14.0
63986050,14.0,14.0
63986071,14.0,14.0
63986923,14.0,14.0
63988237,14.0,14.0
63989006,14.0,14.0
63989084,14.0,14.0
63989210,14.0,14.0
63989806,14.0,14.0
63990297,14.0,14.0
63991167,14.0,14.0
63991896,14.0,14.0
63992451,14.0,14.0
63992517,14.0,14.0
63993537,14.0,14.0
63994076,14.0,14.0
63994275,14.0,14.0
63995538,14.0,14.0
63995688,14.0,14.0
63995769,14.0,14.0
63996791,14.0,14.0
63997545,14.0,14.0
63998043,14.0,14.0
63998779,14.0,14.0
63999431,14.0,14.0
64000091,14.0,14.0
64000384,14.0,14.0
64001140,14.0,14.0
64001944,14.0,14.0
64002094,14.0,14.0
64003426,14.0,14.0
64003567,14.0,14.0
64003987,14.0,14.0
64004085,14.0,14.0
64005009,14.0,14.0
64005810,14.0,14.0
64006374,14.0,14.0
64007611,14.0,14.0
64007716,14.0,14.0
64008337,14.0,14.0
64010633,14.0,14.0
64011011,14.0,14.0
64011463,14.0,14.0
64012161,14.0,14.0
64013736,14.0,14.0
64015265,14.0,14.0
64015692,14.0,14.0
64016229,14.0,14.0
64016460,14.0,14.0
64018196,14.0,14.0
64018447,14.0,14.0
64018831,14.0,14.0
64019816,14.0,14.0
64020300,14.0,14.0
64021108,14.0,14.0
64021439,14.0,14.0
64023238,14.0,14.0
64023456,14.0,14.0
64024605,14.0,14.0
64025386,14.0,14.0
64026201,14.0,14.0
64027800,14.0,14.0
64028601,14.0,14.0
64029387,14.0,14.0
64030299,14.0,14.0
64030537,14.0,14.0
64031226,14.0,14.0
64032351,14.0,14.0
64033655,14.0,14.0
64033688,14.0,14.0
64035104,14.0,14.0
64035288,14.0,14.0
64035307,14.0,14.0
64036094,14.0,14.0
64038474,14.0,14.0
64039153,14.0,14.0
64041170,14.0,14.0
64041977,14.0,14.0
64042584,14.0,14.0
64043887,14.0,14.0
64044056,14.0,14.0
64044886,14.0,14.0
64044975,14.0,14.0
64045740,14.0,14.0
64045841,14.0,14.0
64047142,14.0,14.0
64047390,14.0,14.0
64048095,14.0,14.0
64048738,14.0,14.0
64051689,14.0,14.0
64051948,14.0,14.0
64052526,14.0,14.0
64052949,14.0,14.0
64053388,14.0,14.0
64054621,14.0,14.0
64055708,14.0,14.0
64056528,14.0,14.0
64056762,14.0,14.0
64059001,14.0,14.0
64059082,14.0,14.0
64059821,14.0,14.0
64060216,14.0,14.0
64061346,14.0,14.0
64062135,14.0,14.0
64064097,14.0,14.0
64064974,14.0,14.0
64065417,14.0,14.0
64066086,14.0,14.0
64066799,14.0,14.0
64067439,14.0,14.0
64067479,14.0,14.0
64068568,14.0,14.0
64070185,14.0,14.0
64070545,14.0,14.0
64070968,14.0,14.0
64071168,14.0,14.0
64071172,14.0,14.0
64072162,14.0,14.0
64072853,14.0,14.0
64073052,14.0,14.0
64073844,14.0,14.0
64074396,14.0,14.0
64074480,14.0,14.0
64075312,14.0,14.0
64075859,14.0,14.0
64076002,14.0,14.0
64076801,14.0,14.0
64077196,14.0,14.0
64078936,14.0,14.0
64078983,14.0,14.0
64079098,14.0,14.0
64080347,14.0,14.0
64080999,14.0,14.0
64081473,14.0,14.0
64081841,14.0,14.0
64082163,14.0,14.0
64082340,14.0,14.0
64083381,14.0,14.0
64084633,14.0,14.0
64084791,14.0,14.0
64085106,14.0,14.0
64085186,14.0,14.0
64085867,14.0,14.0
64086342,14.0,14.0
64087576,14.0,14.0
64087583,14.0,14.0
64087823,14.0,14.0
64089140,14.0,14.0
64089762,14.0,14.0
64090234,14.0,14.0
64090258,14.0,14.0
64090550,14.0,14.0
64091639,14.0,14.0
64092077,14.0,14.0
64092581,14.0,14.0
64092595,14.0,14.0
64093401,14.0,14.0
64093940,14.0,14.0
64094097,14.0,14.0
64094160,14.0,14.0
64094852,14.0,14.0
64094916,14.0,14.0
64094966,14.0,14.0
64095654,14.0,14.0
64096591,14.0,14.0
64098100,14.0,14.0
64099434,14.0,14.0
64099875,14.0,14.0
64100094,14.0,14.0
64100163,14.0,14.0
64100433,14.0,14.0
64100981,14.0,14.0
64101107,14.0,14.0
64102706,14.0,14.0
64102859,14.0,14.0
64103278,14.0,14.0
64105042,14.0,14.0
64105862,14.0,14.0
64105883,14.0,14.0
64107169,14.0,14.0
64107700,14.0,14.0
64107745,14.0,14.0
64108532,14.0,14.0
64108921,14.0,14.0
64109274,14.0,14.0
64110457,14.0,14.0
64110468,14.0,14.0
64111095,14.0,14.0
64111987,14.0,14.0
64113156,14.0,14.0
64113275,14.0,14.0
64113283,14.0,14.0
64113826,14.0,14.0
64113896,14.0,14.0
64114198,14.0,14.0
64114496,14.0,14.0
64114643,14.0,14.0
64114821,14.0,14.0
64116625,14.0,14.0
64117294,14.0,14.0
64117799,14.0,14.0
64118106,14.0,14.0
64119047,14.0,14.0
64119790,14.0,14.0
64119951,14.0,14.0
64120612,14.0,14.0
64121053,14.0,14.0
64121158,14.0,14.0
64121904,14.0,14.0
64122463,14.0,14.0
64122828,14.0,14.0
64123601,14.0,14.0
64124360,14.0,14.0
64124803,14.0,14.0
64126269,14.0,14.0
64126351,14.0,14.0
64126370,14.0,14.0
64126534,14.0,14.0
64126667,14.0,14.0
64127866,14.0,14.0
64127868,14.0,14.0
64128168,14.0,14.0
64128256,14.0,14.0
64128905,14.0,14.0
64129387,14.0,14.0
64129849,14.0,14.0
64130363,14.0,14.0
64130791,14.0,14.0
64131378,14.0,14.0
64131639,14.0,14.0
64132762,14.0,14.0
64134268,14.0,14.0
64135119,14.0,14.0
64135825,14.0,14.0
64135881,14.0,14.0
64135913,14.0,14.0
64136215,14.0,14.0
64136979,14.0,14.0
64138250,14.0,14.0
64139012,14.0,14.0
64140144,14.0,14.0
64140853,14.0,14.0
64141615,14.0,14.0
64141979,14.0,14.0
64142282,14.0,14.0
64142864,14.0,14.0
64142935,14.0,14.0
64143446,14.0,14.0
64144624,14.0,14.0
64144998,14.0,14.0
64145499,14.0,14.0
64146054,14.0,14.0
64146474,14.0,14.0
64147253,14.0,14.0
64147267,14.0,14.0
64147612,14.0,14.0
64147933,14.0,14.0
64148388,14.0,14.0
64148714,14.0,14.0
64148900,14.0,14.0
64149677,14.0,14.0
64150707,14.0,14.0
64152832,14.0,14.0
64153197,14.0,14.0
64153664,14.0,14.0
64153765,14.0,14.0
64154058,14.0,14.0
64154184,14.0,14.0
64154914,14.0,14.0
64155016,14.0,14.0
64156168,14.0,14.0
64156387,14.0,14.0
64157150,14.0,14.0
64157378,14.0,14.0
64158153,14.0,14.0
64158787,14.0,14.0
64159037,14.0,14.0
64159806,14.0,14.0
64160292,14.0,14.0
64160320,14.0,14.0
64160882,14.0,14.0
64161662,14.0,14.0
64161738,14.0,14.0
64162515,14.0,14.0
64162825,14.0,14.0
64163621,14.0,14.0
64163744,14.0,14.0
64164022,14.0,14.0
64164856,14.0,14.0
64165214,14.0,14.0
64165682,14.0,14.0
64165938,14.0,14.0
64166997,14.0,14.0
64167319,14.0,14.0
64167347,14.0,14.0
64167666,14.0,14.0
64168114,14.0,14.0
64168946,14.0,14.0
64168993,14.0,14.0
64169119,14.0,14.0
64169225,14.0,14.0
64171088,14.0,14.0
64171191,14.0,14.0
64172165,14.0,14.0
64172353,14.0,14.0
64173623,14.0,14.0
64173786,14.0,14.0
64174421,14.0,14.0
64175029,14.0,14.0
64175263,14.0,14.0
64175637,14.0,14.0
64176035,14.0,14.0
64176415,14.0,14.0
64176804,14.0,14.0
64176917,14.0,14.0
64177462,14.0,14.0
64178393,14.0,14.0
64178739,14.0,14.0
64179141,14.0,14.0
64179399,14.0,14.0
64180805,14.0,14.0
64181163,14.0,14.0
64181256,14.0,14.0
64182303,14.0,14.0
64182509,14.0,14.0
64182632,14.0,14.0
64183375,14.0,14.0
64184713,14.0,14.0
64184718,14.0,14.0
64184880,14.0,14.0
64184884,14.0,14.0
64185678,14.0,14.0
64186066,14.0,14.0
64186562,14.0,14.0
64186659,14.0,14.0
64187242,14.0,14.0
64187365,14.0,14.0
64187837,14.0,14.0
64188004,14.0,14.0
64188822,14.0,14.0
64189053,14.0,14.0
64189085,14.0,14.0
64189271,14.0,14.0
64189779,14.0,14.0
64190218,14.0,14.0
64190299,14.0,14.0
64191663,14.0,14.0
64191786,14.0,14.0
64193040,14.0,14.0
64193660,14.0,14.0
64194766,14.0,14.0
64194771,14.0,14.0
64195284,14.0,14.0
64195752,14.0,14.0
64196795,14.0,14.0
64197131,14.0,14.0
64198055,14.0,14.0
64198135,14.0,14.0
64198661,14.0,14.0
64198886,14.0,14.0
64199693,14.0,14.0
64199974,14.0,14.0
64201595,14.0,14.0
64202275,14.0,14.0
64203271,14.0,14.0
64204003,14.0,14.0
64204785,14.0,14.0
64204811,14.0,14.0
64205228,14.0,14.0
64205444,14.0,14.0
64206678,14.0,14.0
64207209,14.0,14.0
64207299,14.0,14.0
64207495,14.0,14.0
64208186,14.0,14.0
64209345,14.0,14.0
64209795,14.0,14.0
64210077,14.0,14.0
64210643,14.0,14.0
64211437,14.0,14.0
64212411,14.0,14.0
64212886,14.0,14.0
64213176,14.0,14.0
64214040,14.0,14.0
64214602,14.0,14.0
64214834,14.0,14.0
64215762,14.0,14.0
64215764,14.0,14.0
64216546,14.0,14.0
64216744,14.0,14.0
64217427,14.0,14.0
64218120,14.0,14.0
64218410,14.0,14.0
64218840,14.0,14.0
64219754,14.0,14.0
64220439,14.0,14.0
64221378,14.0,14.0
64221613,14.0,14.0
64222292,14.0,14.0
64223165,14.0,14.0
64223864,14.0,14.0
64224125,14.0,14.0
64226167,14.0,14.0
64227029,14.0,14.0
64227109,14.0,14.0
64227327,14.0,14.0
64228531,14.0,14.0
64228918,14.0,14.0
64230214,14.0,14.0
64231329,14.0,14.0
64232151,14.0,14.0
64232331,14.0,14.0
64232761,14.0,14.0
64233108,14.0,14.0
64233519,14.0,14.0
64233694,14.0,14.0
64235110,14.0,14.0
64235111,14.0,14.0
64236532,14.0,14.0
64236991,14.0,14.0
64237433,14.0,14.0
64238980,14.0,14.0
64239980,14.0,14.0
64240612,14.0,14.0
64241383,14.0,14.0
64242037,14.0,14.0
64242452,14.0,14.0
64244052,14.0,14.0
64244812,14.0,14.0
64246002,14.0,14.0
64246159,14.0,14.0
64247280,14.0,14.0
64247870,14.0,14.0
64249034,14.0,14.0
64249257,14.0,14.0
64249571,14.0,14.0
64249927,14.0,14.0
64250673,14.0,14.0
64251587,14.0,14.0
64252500,14.0,14.0
64252877,14.0,14.0
64253811,14.0,14.0
64254474,14.0,14.0
64254950,14.0,14.0
64255036,14.0,14.0
64257409,14.0,14.0
64257562,14.0,14.0
64258887,14.0,14.0
64259062,14.0,14.0
64260159,14.0,14.0
64260270,14.0,14.0
64260916,14.0,14.0
64261350,14.0,14.0
64261829,14.0,14.0
64262865,14.0,14.0
64263830,14.0,14.0
64263876,14.0,14.0
64264382,14.0,14.0
64264799,14.0,14.0
64265666,14.0,14.0
64265916,14.0,14.0
64266615,14.0,14.0
64266755,14.0,14.0
64267340,14.0,14.0
64267994,14.0,14.0
64268195,14.0,14.0
64268807,14.0,14.0
64269104,14.0,14.0
64269661,14.0,14.0
64270219,14.0,14.0
64270333,14.0,14.0
64271380,14.0,14.0
64272926,14.0,14.0
64273779,14.0,14.0
64274372,14.0,14.0
64275075,14.0,14.0
64275900,14.0,14.0
64276260,14.0,14.0
64277480,14.0,14.0
64279301,14.0,14.0
64280041,14.0,14.0
64281885,14.0,14.0
64282459,14.0,14.0
64282575,14.0,14.0
