hero_a,hero_b,counter_score
1,2,-0.08718900000000002
1,3,-0.03999999999999998
1,4,-0.011415999999999982
1,6,0.006993000000000027
1,7,-0.06574400000000002
1,8,-0.08130100000000001
1,10,-0.07423600000000002
1,11,-0.07500000000000001
1,12,-0.009091000000000016
1,13,-0.05952400000000002
1,14,-0.139175
1,15,-0.02401700000000001
1,16,-0.09385100000000002
1,17,-0.009091000000000016
1,18,-0.06950699999999999
1,19,0.024355000000000016
1,20,-0.083673
1,25,-0.023363999999999996
1,27,-0.05102000000000001
1,31,-0.009398000000000017
1,35,-0.093333
1,50,-0.07768900000000001
1,52,0.06306299999999998
1,58,-0.10606100000000002
1,60,0.008064999999999989
1,63,0.026104000000000016
1,64,-0.02620499999999998
1,65,0.0
1,66,-0.07241399999999998
1,67,0.022935999999999956
1,69,-0.033333
1,72,0.059006
1,76,-0.078571
1,77,-0.07522099999999998
1,79,0.03303999999999996
1,80,-0.07036999999999999
1,81,-0.08552599999999999
2,1,0.08718899999999996
2,3,0.005681999999999965
2,4,0.030035000000000034
2,6,0.020114999999999994
2,7,-0.04159600000000002
2,8,-0.020913000000000015
2,10,0.06042000000000003
2,11,0.030908999999999964
2,12,0.0050000000000000044
2,13,0.028650999999999982
2,14,0.025714000000000015
2,15,0.041537999999999964
2,16,-0.015297999999999978
2,17,0.053459000000000034
2,18,-0.005906000000000022
2,19,0.046798000000000006
2,20,0.0008580000000000254
2,25,0.03874500000000003
2,27,0.054817000000000005
2,31,0.04545500000000002
2,35,-0.0031649999999999734
2,50,0.010703000000000018
2,52,0.10474300000000003
2,58,0.02343799999999996
2,60,0.019553000000000043
2,63,0.07460299999999997
2,64,0.025397000000000003
2,65,-0.018293000000000004
2,66,0.004274
2,67,0.00763400000000003
2,69,0.02407899999999996
2,72,0.03773599999999999
2,76,0.07603700000000002
2,77,0.025880000000000014
2,79,0.07631600000000005
2,80,0.020942000000000016
2,81,0.01764699999999997
3,1,0.040000000000000036
3,2,-0.00568200000000002
3,4,0.015050000000000008
3,6,-0.005016999999999994
3,7,-0.017923000000000022
3,8,-0.06603799999999999
3,10,0.03610100000000005
3,11,-0.03521099999999999
3,12,-0.003332999999999975
3,13,-0.010989000000000027
3,14,0.04819300000000004
3,15,0.030351000000000017
3,16,-0.03316999999999998
3,17,0.022167000000000048
3,18,-0.020324999999999982
3,19,0.05399100000000001
3,20,-0.028278000000000025
3,25,0.01943499999999998
3,27,0.050000000000000044
3,31,0.015548000000000006
3,35,-0.01069500000000001
3,50,-0.003722000000000003
3,52,0.10616400000000004
3,58,-0.0066669999999999785
3,60,0.04298599999999997
3,63,-0.002450999999999981
3,64,-0.014286000000000021
3,65,0.015723000000000042
3,66,-0.011400999999999994
3,67,0.020754999999999968
3,69,0.00956900000000005
3,72,0.0066669999999999785
3,76,-0.012195000000000011
3,77,-0.020660999999999985
3,79,0.06804699999999997
3,80,-0.043210000000000026
3,81,-0.011050000000000004
4,1,0.011415999999999982
4,2,-0.03003499999999998
4,3,-0.015050000000000008
4,6,0.02188599999999996
4,7,0.025641000000000025
4,8,-0.08951999999999999
4,10,0.025885999999999965
4,11,-0.06422
4,12,0.024038000000000004
4,13,-0.01962999999999998
4,14,0.02127699999999999
4,15,0.041850000000000054
4,16,-0.020179000000000002
4,17,0.08282199999999995
4,18,0.007726000000000011
4,19,0.04887200000000003
4,20,-0.020581000000000016
4,25,0.0
4,27,0.029411999999999994
4,31,0.007604999999999973
4,35,0.042372999999999994
4,50,0.02090000000000003
4,52,0.036170000000000035
4,58,0.03608199999999995
4,60,0.009553999999999951
4,63,0.05115499999999995
4,64,-0.0011340000000000239
4,65,-0.016303999999999985
4,66,0.018672000000000022
4,67,-0.008850000000000025
4,69,0.026132000000000044
4,72,0.06666700000000003
4,76,0.020958000000000032
4,77,0.007812000000000041
4,79,0.08237499999999998
4,80,-0.022901000000000005
4,81,-0.02280700000000002
6,1,-0.006993000000000027
6,2,-0.020114999999999994
6,3,0.005017000000000049
6,4,-0.021886000000000017
6,7,-0.051456
6,8,-0.03811700000000001
6,10,0.04872900000000002
6,11,-0.06666699999999998
6,12,0.02966100000000005
6,13,-0.016000000000000014
6,14,0.08024699999999996
6,15,-0.003958000000000017
6,16,-0.05104900000000001
6,17,0.04802300000000004
6,18,-0.047584000000000015
6,19,0.022267000000000037
6,20,-0.05470199999999997
6,25,0.02336400000000005
6,27,0.029967999999999995
6,31,0.02584900000000001
6,35,-0.040615999999999985
6,50,-0.03289500000000001
6,52,0.09482800000000002
6,58,-0.036912999999999974
6,60,0.046798000000000006
6,63,0.040298999999999974
6,64,-0.00728899999999999
6,65,0.014442999999999984
6,66,-0.038744999999999974
6,67,-0.013618999999999992
6,69,-0.005118999999999985
6,72,0.027197000000000027
6,76,-0.012077000000000004
6,77,0.00919099999999995
6,79,0.08426999999999996
6,80,0.01416099999999998
6,81,-0.05737700000000001
7,1,0.06574400000000002
7,2,0.041595999999999966
7,3,0.017923000000000022
7,4,-0.025641000000000025
7,6,0.051455999999999946
7,8,-0.026422999999999974
7,10,0.02968599999999999
7,11,0.010297
7,12,0.02688199999999996
7,13,0.01490199999999997
7,14,0.07768900000000001
7,15,0.07032799999999995
7,16,-0.022143000000000024
7,17,0.08745899999999995
7,18,-0.023448999999999998
7,19,0.06690600000000002
7,20,-0.011803999999999981
7,25,0.02505400000000002
7,27,0.012194999999999956
7,31,0.02973999999999999
7,35,0.036183999999999994
7,50,-0.0022090000000000165
7,52,0.13093100000000002
7,58,0.0063830000000000275
7,60,0.08528400000000003
7,63,0.04214899999999999
7,64,0.03468199999999999
7,65,0.01960799999999996
7,66,0.0020240000000000258
7,67,0.03669699999999998
7,69,0.030611999999999973
7,72,0.09813099999999997
7,76,0.0045319999999999805
7,77,0.002986999999999962
7,79,0.09560100000000005
7,80,0.005515000000000048
7,81,-0.013114999999999988
8,1,0.08130099999999996
8,2,0.02091299999999996
8,3,0.06603800000000004
8,4,0.08952000000000004
8,6,0.038116999999999956
8,7,0.026422999999999974
8,10,0.06603800000000004
8,11,-0.0021829999999999905
8,12,0.08937200000000001
8,13,0.05581899999999995
8,14,0.09836100000000003
8,15,0.041850000000000054
8,16,0.01047600000000004
8,17,0.13888900000000004
8,18,0.02129800000000004
8,19,0.11846199999999996
8,20,0.02268199999999998
8,25,0.024510000000000032
8,27,0.05348799999999998
8,31,0.06046499999999999
8,35,0.055172
8,50,0.07676300000000003
8,52,0.20098000000000005
8,58,-0.020000000000000018
8,60,0.10483900000000002
8,63,0.06198300000000001
8,64,0.050239000000000034
8,65,0.050000000000000044
8,66,0.01612899999999995
8,67,0.05045900000000003
8,69,0.07185600000000003
8,72,0.07446799999999998
8,76,0.043623999999999996
8,77,0.060284000000000004
8,79,0.12301600000000001
8,80,0.096491
8,81,-0.012097000000000024
10,1,0.07423599999999997
10,2,-0.060419999999999974
10,3,-0.036100999999999994
10,4,-0.02588600000000002
10,6,-0.04872900000000002
10,7,-0.02968599999999999
10,8,-0.06603799999999999
10,11,-0.04081600000000002
10,12,-0.00847500000000001
10,13,-0.002018999999999993
10,14,0.032074999999999965
10,15,0.01958800000000005
10,16,-0.076567
10,17,0.011110999999999982
10,18,-0.060917
10,19,0.05782299999999996
10,20,-0.06365599999999999
10,25,-0.044928000000000023
10,27,-0.03078599999999998
10,31,-0.013000000000000012
10,35,-0.04205599999999998
10,50,-0.05393100000000001
10,52,0.040107000000000004
10,58,-0.051281999999999994
10,60,0.026514999999999955
10,63,-0.006437999999999999
10,64,-0.03234999999999999
10,65,-0.04481099999999999
10,66,-0.04020099999999999
