hero_a,hero_b,synergy_score,games
17,8,0.533333,90
17,80,0.411765,136
17,81,0.525,160
18,19,0.462604,361
18,2,0.554817,602
18,20,0.579627,697
18,25,0.553398,206
18,27,0.514986,367
18,3,0.52719,662
18,31,0.531387,685
18,35,0.552189,297
18,4,0.549884,431
18,50,0.552878,747
18,52,0.411765,493
18,58,0.508547,234
18,6,0.517588,199
18,60,0.435897,195
18,63,0.514451,692
18,64,0.544416,788
18,65,0.523297,1116
18,66,0.55336,253
18,67,0.566474,173
18,69,0.508816,397
18,7,0.546991,1479
18,72,0.52809,178
18,76,0.547619,252
18,77,0.534307,685
18,79,0.452381,210
18,8,0.585014,347
18,80,0.517312,491
18,81,0.553299,591
19,2,0.462585,441
19,20,0.519685,762
19,25,0.537313,134
19,27,0.40367,218
19,3,0.465863,498
19,31,0.434084,622
19,35,0.466019,309
19,4,0.508264,242
19,50,0.45182,467
19,52,0.361702,282
19,58,0.482517,143
19,6,0.420091,219
19,60,0.450617,324
19,63,0.417808,438
19,64,0.48855,524
19,65,0.448161,598
19,66,0.418182,165
19,67,0.460993,423
19,69,0.478049,615
19,7,0.510638,705
19,72,0.428571,119
19,76,0.398268,231
19,77,0.456938,418
19,79,0.398564,557
19,8,0.545763,295
19,80,0.44863,292
19,81,0.483412,422
2,20,0.568513,343
2,25,0.558621,290
2,27,0.457912,297
2,3,0.512821,234
2,31,0.517544,570
2,35,0.555556,279
2,4,0.569038,239
2,50,0.502222,225
2,52,0.42487,193
2,58,0.528926,121
2,6,0.507527,465
2,60,0.541096,146
2,63,0.565217,184
2,64,0.510763,511
2,65,0.556818,440
2,66,0.534375,320
2,67,0.471429,210
2,69,0.520179,223
2,7,0.557065,368
2,72,0.509091,220
2,76,0.506024,166
2,77,0.521226,424
2,79,0.475309,324
2,8,0.576271,177
2,80,0.550685,365
2,81,0.538217,314
20,25,0.52043,465
20,27,0.515337,489
20,3,0.578158,467
20,31,0.524648,852
20,35,0.546414,474
20,4,0.543438,541
20,50,0.580508,472
20,52,0.430769,390
20,58,0.556886,167
20,6,0.556863,510
20,60,0.523013,239
20,63,0.495671,462
20,64,0.559074,821
20,65,0.550429,932
20,66,0.542308,520
20,67,0.485816,282
20,69,0.596288,431
20,7,0.587286,991
20,72,0.518519,297
20,76,0.527523,218
20,77,0.549072,754
20,79,0.445748,341
20,8,0.573099,342
20,80,0.554367,561
20,81,0.592391,552
25,27,0.515625,128
25,3,0.503268,306
25,31,0.4775,400
25,35,0.508772,171
25,4,0.458904,146
25,50,0.536842,285
25,52,0.40107,187
25,58,0.488372,86
25,6,0.496124,129
25,60,0.414141,198
25,63,0.468401,269
25,64,0.448276,319
25,65,0.491848,368
25,66,0.4625,80
25,67,0.478723,282
25,69,0.48105,343
25,7,0.52765,434
25,72,0.409091,66
25,76,0.526667,150
25,77,0.470588,272
25,79,0.45974,385
25,8,0.519231,208
25,80,0.475936,187
25,81,0.518519,270
27,3,0.5,328
27,31,0.4714,507
27,35,0.512397,242
27,4,0.448276,174
27,50,0.491582,297
27,52,0.37069,232
27,58,0.5625,112
27,6,0.429412,170
27,60,0.447236,199
27,63,0.463768,276
27,64,0.483029,383
27,65,0.501176,425
27,66,0.512658,158
27,67,0.542969,256
27,69,0.477647,425
27,7,0.494715,473
27,72,0.417391,115
27,76,0.530612,147
27,77,0.469256,309
27,79,0.364672,351
27,8,0.515021,233
27,80,0.493878,245
27,81,0.55205,317
3,31,0.486656,637
3,35,0.542714,398
3,4,0.507987,313
3,50,0.532819,259
3,52,0.404255,235
3,58,0.528736,87
3,6,0.472081,394
3,60,0.392593,135
3,63,0.485437,206
3,64,0.512868,544
3,65,0.495633,458
3,66,0.553314,347
3,67,0.479769,173
3,69,0.537162,296
3,7,0.534043,470
3,72,0.44186,258
3,76,0.502732,183
3,77,0.489461,427
3,79,0.384615,234
3,8,0.598214,224
3,80,0.520408,294
3,81,0.530973,339
31,35,0.539419,482
31,4,0.503185,471
31,50,0.502439,615
31,52,0.408163,441
31,58,0.545455,242
31,6,0.481675,573
31,60,0.464,250
31,63,0.424779,565
31,64,0.489044,1004
31,65,0.496425,979
31,66,0.485333,375
31,67,0.466837,392
31,69,0.440644,497
31,7,0.51357,958
31,72,0.46729,321
31,76,0.47851,349
31,77,0.516959,855
31,79,0.425856,526
31,8,0.546569,408
31,80,0.517301,578
31,81,0.535764,713
35,4,0.488281,256
35,50,0.518293,328
35,52,0.388646,229
35,58,0.54918,122
35,6,0.469274,179
35,60,0.4375,144
35,63,0.501718,291
35,64,0.501908,524
35,65,0.494424,538
35,66,0.604762,210
35,67,0.504717,212
35,69,0.486726,339
35,7,0.539007,705
35,72,0.472868,129
35,76,0.474684,158
35,77,0.554688,384
35,79,0.423221,267
35,8,0.546559,247
35,80,0.519435,283
35,81,0.570997,331
4,50,0.521008,238
4,52,0.377143,175
4,58,0.551724,87
4,6,0.542601,223
4,60,0.435714,140
4,63,0.469828,232
4,64,0.514423,416
4,65,0.495822,359
4,66,0.544872,156
4,67,0.560606,198
4,69,0.514184,282
4,7,0.530667,375
4,72,0.443548,124
4,76,0.486111,144
4,77,0.526144,306
4,79,0.398601,286
4,8,0.580311,193
4,80,0.484252,254
4,81,0.509294,269
50,52,0.455556,180
50,58,0.540816,98
50,6,0.491003,389
50,60,0.489209,139
50,63,0.478469,209
50,64,0.502947,509
50,65,0.516575,362
50,66,0.540741,270
50,67,0.545455,231
50,69,0.467797,295
50,7,0.568966,406
50,72,0.475113,221
50,76,0.396226,106
50,77,0.508997,389
50,79,0.463816,304
50,8,0.516304,184
50,80,0.529915,234
50,81,0.511194,268
52,58,0.416667,84
52,6,0.447699,239
52,60,0.450382,131
52,63,0.380435,184
52,64,0.394015,401
52,65,0.383285,347
52,66,0.426471,204
52,67,0.394068,236
52,69,0.391459,281
52,7,0.419255,322
52,72,0.410072,139
52,76,0.439252,107
52,77,0.424749,299
52,79,0.347015,268
52,8,0.46798,203
52,80,0.438735,253
52,81,0.483412,211
58,6,0.478571,140
58,60,0.47619,63
58,63,0.555556,99
58,64,0.507109,211
58,65,0.508772,228
58,66,0.491525,118
58,67,0.550847,118
58,69,0.515152,132
58,7,0.5,154
58,72,0.484375,64
58,76,0.54902,102
58,77,0.614943,174
58,79,0.454054,185
58,8,0.573034,89
58,80,0.536,125
58,81,0.560606,132
6,60,0.455621,169
6,63,0.46134,388
6,64,0.498938,471
6,65,0.494983,598
6,66,0.495413,109
6,67,0.464029,278
6,69,0.517045,352
6,7,0.501799,556
6,72,0.520661,121
6,76,0.512097,248
6,77,0.503817,393
6,79,0.458613,447
6,8,0.502008,249
6,80,0.506536,306
6,81,0.562654,407
60,63,0.409091,132
60,64,0.477816,293
60,65,0.456193,331
60,66,0.445545,202
60,67,0.482143,56
60,69,0.448598,107
60,7,0.394495,218
60,72,0.475,120
60,76,0.44,75
60,77,0.498221,281
60,79,0.320755,53
60,8,0.536082,97
60,80,0.452514,179
60,81,0.458824,170
63,64,0.493213,442
63,65,0.492925,424
63,66,0.483607,244
63,67,0.430435,230
63,69,0.432432,259
63,7,0.541916,334
63,72,0.443966,232
63,76,0.382812,128
63,77,0.438462,390
63,79,0.39039,333
63,8,0.539267,191
63,80,0.463087,298
63,81,0.490706,269
64,65,0.530522,901
64,66,0.5,330
64,67,0.557143,420
64,69,0.496503,572
64,7,0.523377,770
64,72,0.490494,263
64,76,0.505535,271
64,77,0.526823,727
64,79,0.449111,619
64,8,0.578125,384
64,80,0.546763,556
64,81,0.564356,606
65,66,0.469169,373
65,67,0.512015,541
65,69,0.492201,577
65,7,0.503413,586
65,72,0.450151,331
65,76,0.5,350
65,77,0.527221,698
65,79,0.436412,747
65,8,0.587601,371
65,80,0.527574,544
65,81,0.562832,565
66,67,0.493243,296
66,69,0.522059,408
66,7,0.531621,506
66,72,0.507246,69
66,76,0.531469,143
66,77,0.441048,229
66,79,0.414286,350
66,8,0.559322,236
66,80,0.537037,162
66,81,0.512,250
67,69,0.538462,78
67,7,0.501305,383
67,72,0.5,216
67,76,0.52439,164
67,77,0.495751,353
67,79,0.48,50
67,8,0.564356,101
67,80,0.527076,277
67,81,0.542435,271
69,7,0.543189,602
69,72,0.458904,292
69,76,0.444444,162
69,77,0.498016,504
69,79,0.357143,98
69,8,0.528846,208
69,80,0.490854,328
69,81,0.526846,298
7,72,0.512563,398
7,76,0.539683,189
7,77,0.506375,549
7,79,0.43469,467
7,8,0.591011,445
7,80,0.516209,401
7,81,0.546667,450
72,76,0.447154,123
72,77,0.493088,217
72,79,0.398693,306
72,8,0.506944,144
72,80,0.47929,169
72,81,0.479798,198
76,77,0.46332,259
76,79,0.449735,189
76,8,0.57265,117
76,80,0.527897,233
76,81,0.481982,222
77,79,0.450835,539
77,8,0.590164,305
77,80,0.494845,485
77,81,0.51068,515
79,8,0.463415,123
79,80,0.47836,439
79,81,0.526611,357
8,80,0.52968,219
8,81,0.609865,223
80,81,0.538106,433
